airport_id,airport_iata,airport_icao,airport_name,airport_city,airport_country,latitude,longitude,affected_date,expiry_date,iscurrent
8352,MYW,HTMT,MTWARA,MTWARA,TANZANIA,-10.336111,40.181944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11424,SGX,HTSO,SONGEA,SONGEA,TANZANIA,-10.683333,35.583333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
582,ARK,HTAR,ARUSHA,ARUSHA,TANZANIA,-3.367778,36.620278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2923,DAR,HTDA,DAR-ES-SALAAM INTL,DAR-ES-SALAAM,TANZANIA,-6.878056,39.2025,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8443,NCH,HTNA,NACHINGWEA,NACHINGWEA,TANZANIA,-10.366667,38.8,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6156,JRO,HTKJ,KILIMANJARO INTL,KILIMANJARO,TANZANIA,-3.429444,37.074444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8409,MUZ,HTMU,MUSOMA,MUSOMA,TANZANIA,-1.498611,33.801389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6582,LKY,HTLM,LAKE MANYARA,LAKE MANYARA,TANZANIA,-3.366667,35.816667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7703,MBI,HTMB,MBEYA,MBEYA,TANZANIA,-8.915,33.456667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11991,TGT,HTTG,TANGA,TANGA,TANZANIA,-5.1,39.066667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5368,SHY,HTSY,IBADAKULI,SHINYANGA,TANZANIA,-3.6,33.5,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1653,BKZ,HTBU,BUKOBA,BUKOBA,TANZANIA,-1.333333,31.816667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11064,SEU,HTSN,SERONERA,SERONERA,TANZANIA,-2.416667,34.833333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11912,TBO,HTTB,TABORA,TABORA,TANZANIA,-5.073611,32.828611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8718,JOM,HTNJ,NJOMBE,NJOMBE,TANZANIA,-9.35,34.8,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6961,LDI,HTLI,LINDI,LINDI,TANZANIA,-9.833333,39.783333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7606,XMI,HTMI,MASASI,MASASI,TANZANIA,-10.733333,38.766667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8423,MWN,HTMD,MWADUI,MWADUI,TANZANIA,-3.5,33.616667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6146,TKQ,HTKA,KIGOMA,KIGOMA,TANZANIA,-4.885,29.670278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6230,ZNZ,HTZA,KISAUNI,ZANZIBAR,TANZANIA,-6.218889,39.224444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6166,KIY,HTKI,KILWA MASOKO,KILWA,TANZANIA,-8.916667,39.483333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5519,IRI,HTIR,IRINGA,IRINGA,TANZANIA,-7.670556,35.750278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12653,\N,HTUT,UTETE,UTETE,TANZANIA,-8.016667,38.8,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11266,\N,HTSD,SINGIDA,SINGIDA,TANZANIA,-4.816667,34.733333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6157,\N,HTKT,KILIMATINDE,KILIMATINDE,TANZANIA,-5.833333,34.933333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8484,\N,HTUK,NANSIO,UKEREWE,TANZANIA,-2.05,33.05,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13145,\N,HTWK,WEST KILIMANJARO,WEST KILIMANJARO,TANZANIA,-3.05,37,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6136,\N,HTKB,KIBONDO,KIBONDO,TANZANIA,-3.516667,30.633333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6223,\N,HTKL,KIRONDATAL,KIRONDATAL,TANZANIA,-4.316667,34.333333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8249,\N,HTMG,MOROGORO,MOROGORO,TANZANIA,-6.8,37.65,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6318,\N,HTKD,KONDOA,KONDOA,TANZANIA,-4.933333,35.766667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7048,\N,HTLD,LOLIONDO,LOLIONDO,TANZANIA,-2.066667,35.55,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8668,\N,HTNR,NGARA,NGARA,TANZANIA,-2.533333,30.7,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12478,\N,HTTU,TUNDURU,TUNDURU,TANZANIA,-11.1,37.366667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5499,\N,HTIY,INYONGA,INYONGA,TANZANIA,-6.716667,32.1,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8332,\N,HTMX,MPWAPWA,MPWAPWA,TANZANIA,-6.35,36.483333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8359,\N,HTMF,MUFINDI,MUFINDI,TANZANIA,-8.716667,35.283333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8421,\N,HTMV,MVUMI,MVUMI,TANZANIA,-6.374444,34.898611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10831,\N,HTSH,SAO HILL,MAFINGA,TANZANIA,-8.35,35.3,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8099,\N,HTMO,MOMBO,MOMBO,TANZANIA,-4.916667,38.233333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7001,\N,HTLL,LIULI,LIULI,TANZANIA,-11.1,34.65,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8328,\N,HTMP,MPANDA,MPANDA,TANZANIA,-6.35,31.083333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7627,\N,HTMC,MASWA,MASWA,TANZANIA,-3.183333,33.8,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8273,\N,HTMS,MOSHI,MOSHI,TANZANIA,-3.366667,37.316667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6165,\N,HTKS,KILOSA,KILOSA,TANZANIA,-6.9,37.016667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10632,\N,HTSE,SAME,SAME,TANZANIA,-4.083333,37.7,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12660,\N,HTUV,UVINZA,UVINZA,TANZANIA,-5.05,30.383333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2359,\N,HTCH,CHUNYA,CHUNYA,TANZANIA,-8.55,33.433333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12629,\N,HTUR,URAMBO,URAMBO,TANZANIA,-5.066667,32.05,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6323,\N,HTKO,KONGWA,KONGWA,TANZANIA,-6.15,36.416667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12560,UTH,VTUD,UDON THANI,UDON THANI,THAILAND,17.386389,102.788333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11947,TKH,VTPI,TAKHLI,NAKHON SAWAN,THAILAND,15.278333,100.3,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5300,HHQ,VTPH,HUA HIN AERO,PRACHUAP KHIRI KHAN,THAILAND,12.630278,99.953333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8500,NAW,VTSC,NARATHIWAT,NARATHIWAT,THAILAND,6.523333,101.744722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12657,UTR,VTPU,UTTARADIT,UTTARADIT,THAILAND,17.671667,100.238056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6119,KKM,VTBL,KHOK KATHIAM,LOP BURI,THAILAND,14.872222,100.658333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8476,NNT,VTCN,NAN,NAN,THAILAND,18.807778,100.783333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12356,TST,VTST,TRANG,TRANG,THAILAND,7.508611,99.615833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
873,BKK,VTBD,BANGKOK INTL,BANGKOK,THAILAND,13.914444,100.605556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2274,CNX,VTCC,CHIANG MAI INTL,CHIANG MAI,THAILAND,18.771389,98.962778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6360,KBV,VTSG,KRABI,KRABI,THAILAND,8.100278,98.985278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6121,KKC,VTUK,KHON KAEN,KHON KAEN,THAILAND,16.464444,102.782222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7287,MAQ,VTPM,MAE SOT AERO,TAK,THAILAND,16.699722,98.543611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12555,UBP,VTUU,UBON RATCHATHANI,UBON RATCHATHANI,THAILAND,15.251389,104.870278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9347,PAN,VTSK,PATTANI,PATTANI,THAILAND,6.785556,101.153611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2275,CEI,VTCT,CHIANG RAI INTL,CHIANG RAI,THAILAND,19.952222,99.883056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12651,UTP,VTBU,U-TAPHAO INTL,RAYONG,THAILAND,12.679722,101.004722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9489,PHS,VTPP,PHITSANULOK,PHITSANULOK,THAILAND,16.783056,100.279167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10584,SNO,VTUS,SAKON NAKHON,SAKON NAKHON,THAILAND,17.288889,104.111667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7034,LOE,VTUL,LOEI,LOEI,THAILAND,17.439167,101.721944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10113,UNN,VTSR,RANONG,RANONG,THAILAND,9.7775,98.585556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5891,KOP,VTBK,KAMPHAENG SAEN,NAKHON PATHOM,THAILAND,14.100556,99.922778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4944,HDY,VTSS,HAT YAI INTL,SONGKHLA,THAILAND,6.932778,100.395,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11942,TKT,VTPT,TAK,TAK,THAILAND,16.896111,99.253611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7286,HGN,VTCH,MAE HONG SON,MAE HONG SON,THAILAND,19.301667,97.975,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8461,NAK,VTUQ,NAKHON RATCHASIMA,NAKHON RATCHASIMA,THAILAND,14.949444,102.312778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11425,SGZ,VTSH,SONGKHLA,SONGKHLA,THAILAND,7.183333,100.616667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9496,PRH,VTCP,PHRAE,PHRAE,THAILAND,18.131667,100.164722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9499,HKT,VTSP,PHUKET INTL,PHUKET,THAILAND,8.1125,98.309167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1676,BFV,VTUO,BURI RAM,BURI RAM,THAILAND,15.226667,103.251111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6629,LPT,VTCL,LAMPANG,LAMPANG,THAILAND,18.272222,99.504167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8464,NST,VTSN,NAKHON SI THAMMARAT,NAKHON SI THAMMARAT,THAILAND,8.463889,99.958333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11865,URT,VTSB,SURAT THANI,SURAT THANI,THAILAND,9.136111,99.139167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9821,\N,VTBI,PRACHIN BURI,PRACHIN BURI,THAILAND,14.076667,101.381667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
13066,\N,VTBW,WATTHANA NAKHON,WATTHANA NAKHON,THAILAND,13.766667,102.316667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10583,\N,VTUI,SAKON NAKHON,SAKON NAKHON,THAILAND,17.186944,104.11,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11808,\N,VTPO,SUKHOTHAI,SUKHOTHAI,THAILAND,17.2375,99.818333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8462,\N,VTPN,NAKHON SAWAN,NAKHON SAWAN,THAILAND,15.670556,100.139167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8463,\N,VTSF,NAKHON SI THAMMARAT,NAKHON SI THAMMARAT,THAILAND,8.539722,99.944722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9822,\N,VTBP,PRACHUAP KHIRI KHAN,PRACHUAP KHIRI KHAN,THAILAND,11.786667,99.805,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6123,\N,VTUN,KHORAT,NAKHON RATCHASIMA,THAILAND,14.933333,102.083333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9475,\N,VTPB,PHETCHABUN,PHETCHABUN,THAILAND,16.676111,101.195,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10639,\N,VTSM,SAMUI,SURAT,THAILAND,9.547778,100.062222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
868,\N,VTBT,BANG PRA,CHON BURI,THAILAND,13.241667,100.958333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2276,\N,VTCB,CHIANGKHAM AB,CHIANGKHAM,THAILAND,19.5,100.285,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10518,\N,VTBH,SA PRAN NAK AERO,LOP BURI,THAILAND,14.948333,100.641667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9495,\N,VTPR,PHOTHARAM,RATCHABURI,THAILAND,13.668611,99.731389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8460,\N,VTUW,NAKHON PHANOM,NAKHON PHANOM,THAILAND,17.385278,104.641944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10372,\N,VTUV,ROIET,ROIET,THAILAND,16.116667,103.773889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6127,\N,VTPY,KHUAN PHUMIPHON,TAK,THAILAND,17.233333,99.05,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2358,\N,VTSE,CHUMPHON,CHUMPHON,THAILAND,10.711111,99.361667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9501,POS,TTPP,PIARCO INTL,PORT OF SPAIN,TRINIDAD,10.595278,-61.337222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2804,TAB,TTCP,CROWN POINT,SCARBOROUGH,TRINIDAD,11.149722,-60.832222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4543,GDT,MBGT,GRAND TURK INTL,GRAND TURK I.,TURKS IS,21.444722,-71.142222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4885,HRE,FVHA,HARARE INTL,HARARE,ZIMBABWE,-17.932778,31.093889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5941,KAB,FVKB,KARIBA,KARIBA,ZIMBABWE,-16.519167,28.885556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12794,VFA,FVFA,VICTORIA FALLS,VICTORIA FALLS,ZIMBABWE,-18.094167,25.84,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5356,HWN,FVWN,HWANGE NATIONAL PARK,HWANGE,ZIMBABWE,-18.633889,27.008056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7626,MVZ,FVMV,MASVINGO,MASVINGO,ZIMBABWE,-20.061944,30.861944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5587,BUQ,FVBU,J.M. NKOMO,BULAWAYO,ZIMBABWE,-20.018333,28.624722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1640,BFO,FVCZ,BUFFALO RANGE,CHIREDZI,ZIMBABWE,-21.01,31.579444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2314,\N,FVCI,CHINHOYI,CHINHOYI,ZIMBABWE,-17.416667,30.141667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4433,\N,FVGO,GOKWE,GOKWE,ZIMBABWE,-18.2,28.916667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2189,\N,FVCP,CHARLES PRINCE,HARARE,ZIMBABWE,-17.7525,30.9225,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7897,\N,FVGM,MHANGURA,MHANGURA,ZIMBABWE,-16.908333,30.241667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12371,OYO,SAZH,TRES ARROYOS,TRES ARROYOS,ARGENTINA,-38.4,-60.333333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2846,UZU,SATU,CURUZU CUATIA,CURUZU CUATIA,ARGENTINA,-29.783333,-58.016667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10408,ROS,SAAR,ROSARIO,ROSARIO,ARGENTINA,-32.903611,-60.785,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10878,SFN,SAAV,SAUCE VIEJO,SANTA FE,ARGENTINA,-31.711667,-60.806667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6493,LPG,SADL,LA PLATA,LA PLATA,ARGENTINA,-34.967222,-57.894722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8743,RGL,SAWG,NORBERTO FERNANDEZ,RIO GALLEGOS,ARGENTINA,-51.608889,-69.312778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4419,GGS,SAWR,GOBERNADOR GREGORES,GOBERNADOR GREGORES,ARGENTINA,-48.783611,-70.160833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10769,RZA,SAWU,SANTA CRUZ,SANTA CRUZ,ARGENTINA,-50.022222,-68.578056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4497,OYA,SATG,GOYA,GOYA,ARGENTINA,-29.104444,-59.217222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1927,IRJ,SANL,CAPITAN V. ALMANDOS ALMONACID,LA RIOJA,ARGENTINA,-29.389167,-66.8025,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3444,FTE,SAWC,EL CALAFATE,EL CALAFATE,ARGENTINA,-50.280278,-72.053333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9431,PMQ,SAWP,PERITO MORENO,PERITO MORENO,ARGENTINA,-46.536667,-70.985,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11989,TDL,SAZT,TANDIL,TANDIL,ARGENTINA,-37.233333,-59.25,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3474,EMX,SAVD,EL MAITEN,EL MAITEN,ARGENTINA,-42.033333,-71.15,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2861,ARR,SAVR,D.CASIMIRO SZLAPELIS,ALTO RIO SENGUERR,ARGENTINA,-45.016667,-70.8,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5806,JNI,SAAJ,JUNIN,JUNIN,ARGENTINA,-34.541667,-60.933889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4290,CRD,SAVC,GEN. ENRIQUE MOSCONI INTL,COMODORO RIVADAVIA,ARGENTINA,-45.785278,-67.465556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
8148,MCS,SARM,MONTE CASEROS,MONTE CASEROS,ARGENTINA,-30.27,-57.64,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10687,UAQ,SANU,SAN JUAN,SAN JUAN,ARGENTINA,-31.571111,-68.421111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2051,CTC,SANC,CATAMARCA,CATAMARCA,ARGENTINA,-28.586389,-65.753333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2590,PEH,SAZP,COMODORO P. ZANNI,PEHUAJO,ARGENTINA,-35.841111,-61.8575,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5769,JSM,SAWS,JOSE DE SAN MARTIN,JOSE DE SAN MARTIN,ARGENTINA,-44.058333,-70.433333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
11218,SGV,SAVS,SIERRA GRANDE,SIERRA GRANDE,ARGENTINA,-41.591944,-65.349444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12646,USH,SAWH,USHUAIA INTL MALVINE IS,USHUAIA,ARGENTINA,-54.843333,-68.295556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2114,CRR,SANW,CERES,CERES,ARGENTINA,-29.863056,-61.872778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3721,EZE,SAEZ,EZEIZA INTL MINISTRO PISTARINI,BUENOS AIRES,ARGENTINA,-34.822222,-58.535833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10799,SST,SAZL,SANTA TERESITA,SANTA TERESITA,ARGENTINA,-36.55,-56.683333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3503,PMY,SAVY,EL TEHUELCHE,PUERTO MADRYN,ARGENTINA,-42.75,-65.1,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7360,LGS,SAMM,MALARGUE,MALARGUE,ARGENTINA,-35.479722,-69.585,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7469,MQD,SAVQ,MAQUINCHAO,MAQUINCHAO,ARGENTINA,-41.25,-68.733333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1549,MDQ,SAZM,BRIG GEN D BARTOLOME DE LA CO*,MAR DEL PLATA,ARGENTINA,-37.934167,-57.573333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4304,GNR,SAHR,GENERAL ROCA,GENERAL ROCA,ARGENTINA,-38.983333,-67.6,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3664,EQS,SAVE,ESQUEL,ESQUEL,ARGENTINA,-42.906944,-71.144167,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4420,JUJ,SASJ,GOBERNADOR HORACIO GUZMAN,JUJUY,ARGENTINA,-24.392778,-65.097778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2583,BHI,SAZB,COMANDANTE ESPORA NAS,BAHIA BLANCA,ARGENTINA,-38.720278,-62.1575,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4298,TTG,SAST,GENERAL ENRIQUE MOSCONI,TARTAGAL,ARGENTINA,-22.628333,-63.818333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4301,GPO,SAZG,GENERAL PICO,GENERAL PICO,ARGENTINA,-35.6875,-63.741667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6450,LCM,SACC,LA CUMBRE,LA CUMBRE,ARGENTINA,-31,-64.533333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
7843,MDX,SATM,MERCEDES,MERCEDES,ARGENTINA,-29.226111,-58.084444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9036,ORA,SASO,ORAN,ORAN,ARGENTINA,-23.150556,-64.323333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3967,FMA,SARF,FORMOSA,FORMOSA,ARGENTINA,-26.212778,-58.228056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2857,CUT,SAZW,CUTRAL-CO,CUTRAL-CO,ARGENTINA,-38.933333,-69.25,2030-12-31T15:04:58,2031-12-31T15:04:58,1
528,RCU,SAOC,AREA DE MATERIAL,RIO CUARTO,ARGENTINA,-33.0825,-64.269722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10223,RES,SARE,RESISTENCIA,RESISTENCIA,ARGENTINA,-27.45,-59.056111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
285,REL,SAVT,ALMIRANTE ZAR,TRELEW,ARGENTINA,-43.210556,-65.270278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5763,AEP,SABE,JORGE NEWBERY AEROPARQUE,BUENOS AIRES,ARGENTINA,-34.558889,-58.416389,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6544,ING,SAWA,LAGO ARGENTINO,LAGO ARGENTINO,ARGENTINA,-50.338611,-72.248889,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10796,RSA,SAZR,SANTA ROSA,SANTA ROSA,ARGENTINA,-36.591389,-64.278611,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12825,VLG,SAZV,VILLA GESELL,VILLA GESELL,ARGENTINA,-37.234722,-57.023333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1897,ULA,SAWJ,CAP. D. JOSE D. VASQUEZ,SAN JULIAN,ARGENTINA,-49.309444,-67.801111,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10711,AFA,SAMR,SAN RAFAEL,SAN RAFAEL,ARGENTINA,-34.596667,-68.390278,2030-12-31T15:04:58,2031-12-31T15:04:58,1
1115,TUC,SANT,BENJAMIN MATIENZO,TUCUMAN,ARGENTINA,-26.840833,-65.104722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9847,PRQ,SARS,PRESIDENCIA ROQUE S. PENA,PRESIDENCIA ROQUE S. PENA,ARGENTINA,-26.811667,-60.445,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10160,RCQ,SATR,RECONQUISTA,RECONQUISTA,ARGENTINA,-29.215,-59.695833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2591,COC,SAAC,COMODORO PIERRESTEGUI,CONCORDIA,ARGENTINA,-31.303333,-58.008056,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9851,NQN,SAZN,PRESIDENTE PERON,NEUQUEN,ARGENTINA,-38.948889,-68.155833,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3489,MDZ,SAME,EL PLUMERILLO,MENDOZA,ARGENTINA,-32.831944,-68.792778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
3519,ELO,SATD,ELDORADO,ELDORADO,ARGENTINA,-26.4,-54.566667,2030-12-31T15:04:58,2031-12-31T15:04:58,1
9333,AOL,SARL,PASO DE LOS LIBRES,PASO DE LOS LIBRES,ARGENTINA,-29.689444,-57.152222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10289,ROY,SAWM,RIO MAYO,RIO MAYO,ARGENTINA,-45.705556,-70.259444,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2470,CLX,SATC,CLORINDA,CLORINDA,ARGENTINA,-25.3,-57.733333,2030-12-31T15:04:58,2031-12-31T15:04:58,1
6906,PSS,SARP,LIBERADOR GRAL D JOSE DE SAN M,POSADAS,ARGENTINA,-27.385833,-55.970556,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4418,VDM,SAVV,GOBERNADOR CASTELLO,VIEDMA,ARGENTINA,-40.868889,-62.997778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10695,LUQ,SAOU,SAN LUIS,SAN LUIS,ARGENTINA,-33.277222,-66.352222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
10809,SDE,SANE,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,ARGENTINA,-27.755556,-64.299722,2030-12-31T15:04:58,2031-12-31T15:04:58,1
12824,VDR,SAOD,VILLA DOLORES,VILLA DOLORES,ARGENTINA,-31.953333,-65.147222,2030-12-31T15:04:58,2031-12-31T15:04:58,1
2686,CNQ,SARC,CORRIENTES,CORRIENTES,ARGENTINA,-27.445556,-58.761944,2030-12-31T15:04:58,2031-12-31T15:04:58,1
4693,GHU,SAAG,GUALEGUAYCHU,GUALEGUAYCHU,ARGENTINA,-33.010833,-58.6125,2030-12-31T15:04:58,2031-12-31T15:04:58,1
5466,COR,SACO,ING AERON AMBROSIO LV TARAVELL,CORDOBA,ARGENTINA,-31.31,-64.207778,2030-12-31T15:04:58,2031-12-31T15:04:58,1
