airport_id,iata,icao,name
6645,\N,ETSA,LANDSBERG AB
6646,\N,EDML,LANDSHUT
6647,\N,ESML,LANDSKRONA
6648,GOT,ESGG,LANDVETTER
6651,NUU,HKNK,LANET
6653,SDB,FALW,LANGEBAANWEG AB
6654,\N,LOAG,LANGENLOIS
6655,\N,EDEL,LANGENLONSHEIM
6656,\N,LSPL,LANGENTHAL
6657,LGO,EDWL,LANGEOOG
6658,\N,EDOH,LANGHENNERSDORF
6659,\N,LOIK,LANGKAMPFEN
6660,LGK,WMKL,LANGKAWI INTL
6661,\N,KAIG,LANGLADE CO
6662,LFI,KLFI,LANGLEY AFB
6663,\N,CYNJ,LANGLEY
6664,\N,LFSU,LANGRES-ROLAMPONT
6665,\N,CKC6,LANIGAN
6666,LRT,LFRH,LANN-BIHOUE NAVY
6667,LAI,LFRO,LANNION
6668,YLH,CYLH,LANSDOWNE HOUSE
6670,HLA,FALA,LANSERIA
6671,\N,KIGQ,LANSING MUN
6672,\N,VYLY,LANYWA
6673,ACE,GCRR,LANZAROTE
6674,LAO,RPLI,LAOAG INTL
6675,LPP,EFLP,LAPPEENRANTA
6677,\N,OISL,LAR
6679,LAR,KLAR,LARAMIE REGL
6680,LRD,KLRD,LAREDO INTL
6682,LRA,LGLR,LARISA AB
6684,LCA,LCLK,LARNACA INTL
6685,\N,KLQR,LARNED-PAWNEE CO
6689,\N,LFCM,LARZAC
6691,SDQ,MDSD,LAS AMERICAS DR J F PENA GOMEZ
6692,TTC,SCTT,LAS BREAS
6693,CZU,SKCZ,LAS BRUJAS
6694,LRU,KLRU,LAS CRUCES INTL
6702,\N,SCVL,LAS MARIAS
6704,\N,SPLP,LAS PALMAS
6705,LVS,KLVS,LAS VEGAS MUN
6706,\N,LFCL,LASBORDES
6707,QLA,EGHL,LASHAM
6708,LSH,VYLS,LASHIO
6709,LTL,FOOR,LASTOURVILLE
6710,\N,LIRL,LATINA MIL
6711,\N,YLTV,LATROBE VALLEY
6712,\N,EDBL,LAUCHA
6713,\N,EDHU,LAUENBRUCK
6714,\N,EDQI,LAUF-LILLINGHOF
6716,DLF,KDLF,LAUGHLIN AFB
6717,IFP,KIFP,LAUGHLIN/ BULLHEAD INTL
6718,LST,YMLT,LAUNCESTON
6719,\N,ETHL,LAUPHEIM ARMY
6722,\N,MRLE,LAUREL
6724,MXE,KMEB,LAURINBURG-MAXTON
6725,PFB,SBPF,LAURO KURTZ
6726,\N,EDFT,LAUTERBACH
6727,LVP,OIBV,LAVAN
6728,\N,YLVK,LAVARACK
6730,LVO,YLTN,LAVERTON
6732,\N,FDLV,LAVUMISA
6733,LWY,WBGW,LAWAS
6734,POZ,EPPO,LAWICA
6737,HTW,KHTW,LAWRENCE CO
6738,LWC,KLWC,LAWRENCE MUN
6739,LWM,KLWM,LAWRENCE MUN
6741,LVL,KLVL,LAWRENCEVILLE/ BRUNSWICK
6742,LWV,KLWV,LAWRENCEVILLE-VINCENNES INTL
6743,LSF,KLSF,LAWSON AAF
6744,LAW,KLAW,LAWTON-FT SILL REGL
6745,\N,ESSH,LAXA
6746,LZC,MMLC,LAZARO CARDENAS
6747,\N,LFEL,LE BLANC
6748,LBG,LFPB,LE BOURGET
6749,\N,LFOQ,LE BREUIL
6750,\N,LFHA,LE BROC
6751,\N,LFMC,LE CANNET ARMY
6752,CTT,LFMQ,LE CASTELLET
6753,\N,LFFN,LE CHATEAU
6754,\N,LFEK,LE FAY
6755,IDY,LFEY,LE GRAND PHARE
6757,FDF,TFFF,LE LAMENTIN
6758,\N,LFJT,LE LOUROUX
6760,LRJ,KLRJ,LE MARS MUN
6761,\N,LFNZ,LE MAZET DE ROMANIN
6762,\N,LFGN,LE MONIAL
6763,TLN,LFTH,LE PALYVESTRE NAVY
6764,\N,LFPH,LE PIN
6765,\N,LFPP,LE PLESSIS-BELLEVILLE
6766,CET,LFOU,LE PONTREAU
6767,\N,LFHT,LE POYET
6768,PTP,TFFR,LE RAIZET
6770,\N,LFGW,LE ROZELIER
6771,LBI,LFCI,LE SEQUESTRE
6773,\N,LFMI,LE TUBE AB
6774,\N,LFRW,LE VAL ST PERE
6775,\N,LFLG,LE VERSOUD
6776,HOB,KHOB,LEA CO REGL
6781,\N,CJD5,LEADER
6784,YLR,CYLR,LEAF RAPIDS
6785,\N,CLM2,LEAMINGTON
6786,LEA,YPLM,LEARMONTH
6787,\N,CJH8,LEASK
6790,LEB,KLEB,LEBANON MUN
6794,YLS,CSH4,LEBEL-SUR-QUEVILLON
6796,LCC,LIBN,LECCE MIL
6797,\N,ETSL,LECHFELD AB
6799,\N,EDXK,LECK
6804,\N,KPTG,LEE CO
6808,ANP,KANP,LEE
6809,LBA,EGNM,LEEDS BRADFORD
6811,\N,EGXE,LEEMING AB
6812,\N,KLXT,LEE'S SUMMIT MUN
6813,\N,KJYO,LEESBURG EXECUTIVE
6814,LEE,KLEE,LEESBURG REGL
6816,LWR,EHLW,LEEUWARDEN AB
6817,\N,WS51,LEEWARD FARM
6818,\N,FCMY,LEGALA
6819,\N,FCPE,LEGANDA
6820,LGP,RPLP,LEGASPI
6821,\N,LIDL,LEGNAGO
6822,\N,EPLE,LEGNICA
6823,ABE,KABE,LEHIGH VALLEY INTL
6824,\N,EGBG,LEICESTER
6825,LGH,YLEC,LEIGH CREEK
6826,LER,YLST,LEINSTER
6827,LEJ,EDDP,LEIPZIG-HALLE
6828,VDB,ENFG,LEIRIN
6829,\N,CET2,LEISMER
6830,RAO,SBRP,LEITE LOPES
6831,LKN,ENLK,LEKNES
6833,LEY,EHLE,LELYSTAD
6834,\N,SDLL,LEME
6835,SMN,KSMN,LEMHI CO
6836,LEM,KLEM,LEMMON MUN
6837,NLC,KNLC,LEMOORE NAS
6838,\N,ESOL,LEMSTANAS
6839,\N,EKLV,LEMVIG
6840,XLW,EDWD,LEMWERDER
6841,ADG,KADG,LENAWEE CO
6842,JAL,MMJA,LENCERO
6843,QGC,SDLP,LENCOIS PAULISTA
6844,\N,VELP,LENGPUI
6846,\N,SN03,LENORA MUN
6847,\N,LFCS,LEOGNAN-SAUCATS
6848,LBV,FOOL,LEON M'BA
6850,\N,LELN,LEON
6853,\N,YLEG,LEONGATHA
6854,LNO,YLEO,LEONORA
6855,DKR,GOOY,LEOPOLD SEDAR SENGHOR
6856,LEP,SNDN,LEOPOLDINA
6857,\N,CJT9,LEOVILLE
6858,\N,LINL,LEPORE
6860,LRB,FXLR,LERIBE
6861,LRS,LGLE,LEROS
6862,EDM,LFRI,LES AJONCS
6863,\N,CSS3,LES CEDRES
6864,\N,LSGC,LES EPLATURES
6865,\N,LFEU,LES HAUTS DE CHEE
6866,\N,LFAI,LES LOGES
6867,\N,LFMA,LES MILLES
6868,\N,LFAK,LES MOERES
6869,\N,LFXU,LES MUREAUX
6870,\N,LFDJ,LES PUJOLS
6872,\N,LFHL,LESPERON
6873,LIL,LFQQ,LESQUIN
6874,\N,LFOM,LESSAY
6875,\N,EPLS,LESZNO
6876,MOM,GQNL,LETFOTAR
6877,YQL,CYQL,LETHBRIDGE
6878,LTM,SYLT,LETHEM
6879,\N,LKPL,LETKOV
6880,\N,LKLT,LETNANY
6881,\N,FXLT,LETSENG
6882,ADX,EGQL,LEUCHARS AB
6883,\N,EDAJ,LEUMNITZ
6884,CUF,LIMZ,LEVALDIGI
6888,\N,EDKL,LEVERKUSEN
6889,\N,LFJU,LEVIS
6892,LOT,KLOT,LEWIS UNIVERSITY
6893,CDK,KCDK,LEWIS
6894,LWS,KLWS,LEWISTON-NEZ PERCE CO
6895,LWT,KLWT,LEWISTOWN MUN
6899,\N,LFMZ,LEZIGNAN-CORBIERES
6900,\N,LFBR,L'HERM
6901,\N,LFHG,L'HORME
6903,KWL,ZGKL,LIANGJIANG
6905,LIE,FZFA,LIBENGE
6906,PSS,SARP,LIBERADOR GRAL D JOSE DE SAN M
6907,LBL,KLBL,LIBERAL MUN
6908,\N,LKLB,LIBEREC
6913,TLC,MMTO,LIC ADOLFO LOPEZ MATEOS INTL
6914,MEX,MMMX,LIC BENITO JUAREZ INTL
6915,PVR,MMPR,LIC GUSTAVO DIAZ ORDAZ INTL
6916,MID,MMMD,LIC MANUEL CRECENCIO REJON
6917,VXC,FQLC,LICHINGA
6918,\N,FALI,LICHTENBURG
6919,\N,EDQL,LICHTENFELS
6921,\N,HAAL,LIDETA ARMY
6923,LDK,ESGL,LIDKOPING AB
6924,LGG,EBLG,LIEGE
6925,\N,EFLN,LIEKSA-NURMES
6926,DLI,VVDL,LIENKHOUNG
6927,LPX,EVLA,LIEPAJA INTL
6928,\N,LFEW,LIERNAIS
6929,\N,FWLP,LIFUPA
6930,LHG,YLRD,LIGHTNING RIDGE
6932,LIH,PHLI,LIHUE
6933,\N,CAX5,LIKELY
6934,LIX,FWLK,LIKOMA
6935,IXI,VELR,LILABARI
6936,\N,CAR3,LILLOOET
6937,LLW,FWLI,LILONGWE INTL
6938,\N,YLIL,LILYDALE
6939,AOH,KAOH,LIMA ALLEN CO
6940,\N,WBGJ,LIMBANG
6943,LXS,LGLM,LIMNOS
6944,LIO,MRLM,LIMON INTL
6945,LIC,KLIC,LIMON MUN
6946,ZLR,SCLN,LINARES
6947,LIN,LIML,LINATE
6951,LNK,KLNK,LINCOLN MUN
6953,\N,KLHM,LINCOLN REGL/ HARDER
6954,\N,KLRG,LINCOLN REGL
6956,\N,KIPJ,LINCOLNTON-LINCOLN CO REGL
6959,LDJ,KLDJ,LINDEN
6960,\N,SYLD,LINDEN
6961,LDI,HTLI,LINDI
6964,\N,CNF4,LINDSAY
6966,\N,LKLN,LINE
6967,\N,EDWN,LINGEN
6968,\N,SNLN,LINHARES
6969,\N,EDRI,LINKENHEIM
6970,\N,EGNY,LINLEY HILL
6972,LIP,SBLN,LINS
6973,\N,EBGB,LINT
6975,HRT,EGXU,LINTON-ON-OUSE AB
6976,\N,LOLO,LINZ OST
6977,LNZ,LOWL,LINZ
6978,\N,EDLH,LIPPEWIESEN
6979,\N,HULI,LIRA
6980,LIQ,FZGA,LISALA
6982,LIS,LPPT,LISBON
6983,NGB,ZSNB,LISHE
6984,\N,EPGI,LISIE KATY
6985,\N,LFDG,LISLE-SUR-TARN
6986,LSY,YLIS,LISMORE
6987,FAN,ENLI,LISTA
6989,\N,KLJF,LITCHFIELD MUN
6990,\N,CKL6,LITTLE BEAR LAKE
6991,\N,CJY2,LITTLE CORNWALLIS I
6992,\N,KLXL,"LITTLE FALLS/ MORRISON CO, LIN"
6993,\N,DAM,LITTLE GOOSE LOCK &
6994,ZGR,CZGR,LITTLE GRAND RAPIDS
6995,\N,EGMJ,LITTLE GRANSDEN
6997,LRF,KLRF,LITTLE ROCK AFB
7001,\N,HTLL,LIULI
7002,TAO,ZSQD,LIUTING
7005,LVK,KLVK,LIVERMORE MUN
7006,\N,LFCF,LIVERNON
7007,\N,CYAU,LIVERPOOL
7008,LPL,EGGP,LIVERPOOL
7009,\N,KOZW,LIVINGSTON CO
7012,LVI,FLLI,LIVINGSTONE
7013,LVB,SNLB,LIVRAMENTO DO BRUMADO
7014,LJU,LJLJ,LJUBLJANA
7015,\N,ESTL,LJUNGBYHED AB
7016,\N,ESUL,LJUSDAL
7017,\N,SCLD,LLANADA GRANDE
7018,\N,EGOD,LLANBEDR
7020,YLL,CYLL,LLOYDMINSTER
7021,\N,SSLO,LOANDA
7024,\N,FNLB,LOBITO
7025,\N,LSZL,LOCARNO
7026,TBS,UGGG,LOCHINI
7027,\N,TX25,LOCHRIDGE RANCH
7029,IRG,YLHR,LOCKHART RIVER
7032,LJA,FZVA,LODJA
7033,LOK,HKLO,LODWAR
7034,LOE,VTUL,LOEI
7035,\N,EDLM,LOEMUHLE
7037,\N,KAAA,LOGAN CO
7038,BOS,KBOS,LOGAN INTL
7039,LGU,KLGU,LOGAN-CACHE
7040,\N,KGGP,LOGANSPORT MUN
7041,LIW,VYLK,LOIKAW
7042,\N,HKLT,LOITOKITOK
7043,\N,HKLK,LOKICHOGIO
7044,\N,HKLG,LOKITAUNG
7047,\N,FZIZ,LOKUTU
7048,\N,HTLD,LOLIONDO
7049,\N,SCAO,LOLOL
7051,\N,FZFN,LOMBO
7052,\N,FZVE,LOMELA
7053,\N,LSZT,LOMMIS
7054,LPC,KLPC,LOMPOC
7056,LCY,EGLC,LONDON CITY
7057,YXU,CYXU,LONDON
7058,LOZ,KLOZ,LONDON-CORBIN/ MAGEE
7059,LDB,SBLO,LONDRINA
7063,LNP,KLNP,LONESOME PINE
7064,\N,WBGL,LONG AKAH
7065,LGB,KLGB,LONG BEACH
7066,ISP,KISP,LONG ISLAND MAC ARTHUR
7067,LRE,YLRE,LONGREACH
7068,DIJ,LFSD,LONGVIC AB
7069,\N,KXVG,LONGVILLE MUN
7070,LYR,ENSB,LONGYEAR
7071,\N,EDUF,LONNEWITZ
7072,\N,SCQI,LONQUIMAY
7073,\N,SSLN,LONTRAS
7074,\N,CFS6,LOON RIVER
7076,\N,KLPR,LORAIN CO REGL
7077,LDH,YLHI,LORD HOWE ISLAND
7078,LSB,KLSB,LORDSBURG MUN
7079,LTO,MMLT,LORETO INTL
7080,LIZ,KLIZ,LORING AFB
7081,\N,KSLI,LOS ALAMITOS AAF
7082,\N,KLAM,LOS ALAMOS
7083,LAX,KLAX,LOS ANGELES INTL
7084,LSN,KLSN,LOS BANOS MUN
7085,\N,MNBR,LOS BRASILES
7086,SJD,MMSD,LOS CABOS INTL
7088,ULC,SCTI,LOS CERRILLOS
7089,LSL,MRLC,LOS CHILES
7090,RVE,SKSA,LOS COLONIZADORES
7091,MTR,SKMR,LOS GARZONES
7093,BHA,SESV,LOS PERALES
7094,TFN,GCXO,LOS RODEOS
7098,LSZ,LDLO,LOSINJ
7099,\N,EPNL,LOSOSINA DOLNA
7100,LMO,EGQS,LOSSIEMOUTH AB
7104,\N,AK45,LOST RIVER NO 2
7106,\N,KPQL,LOTT INTL
7107,\N,FCPI,LOUBETSI
7108,LPY,LFHP,LOUDES
7109,\N,LFDL,LOUDUN
7110,\N,FALT,LOUIS TRICHARDT AB
7111,LCD,FALO,LOUIS TRICHARDT
7112,LOW,KLKU,LOUISA CO/ FREEMAN
7113,\N,CKZ6,LOUISE MUN
7115,SDF,KSDF,LOUISVILLE INTL-STANDIFORD
7117,LMS,KLMS,LOUISVILLE-WINSTON CO
7118,\N,DFOL,LOUMANA
7120,YBX,CYBX,LOURDES-DE-BLANC-SABLON
7121,\N,CSE3,LOURDES-DE-JOLIETTE
7122,LDE,LFBT,LOURDES-PYRENEES
7123,\N,FCBT,LOUTETE
7125,PRC,KPRC,LOVE
7126,CHA,KCHA,LOVELL
7127,RBW,KRBW,LOWCOUNTRY REGL
7132,\N,YLOX,LOXTON
7133,LOY,HKLY,LOYANGALANI
7134,\N,LFRP,LOYAT
7135,KWG,UKDR,LOZUVATKA
7136,OIC,KOIC,LT EATON
7137,LXG,VLLN,LUANG NAMTHA
7138,LPQ,VLLB,LUANG PRABANG
7139,\N,FLLA,LUANSHYA
7140,LBX,RPLU,LUBANG
7141,SDD,FNUB,LUBANGO
7142,\N,FZWS,LUBAO
7143,LBB,KLBB,LUBBOCK INTL
7145,\N,FZNF,LUBERO
7146,\N,EPLU,LUBIN
7147,LCJ,EPLL,LUBLINEK
7148,\N,FZUE,LUBONDAIE
7149,\N,FZQU,LUBUDI
7150,FBM,FZQA,LUBUMBASHI INTL
7151,\N,CPS4,LUCAN
7153,\N,KERY,LUCE CO
7154,\N,SDLC,LUCELIA
7155,\N,RPUE,LUCENA
7156,\N,SWUC,LUCIARA
7157,LKO,VILK,LUCKNOW
7158,\N,LDZL,LUCKO
7159,\N,CKQ5,LUCKY LAKE
7160,LUD,FYLZ,LUDERITZ
7161,LUH,VILD,LUDHIANA
7162,\N,ESSG,LUDVIKA
7163,\N,FZUN,LUEBO
7164,LUO,FNUE,LUENA
7165,\N,FZTL,LUENA
7168,LUG,LSZA,LUGANO
7169,\N,LIDG,LUGO DI ROMAGNA
7170,\N,FZPC,LUGUSHWA
7171,\N,UKCW,LUHANS'K
7172,\N,SSQZ,LUIS EDUARDO MAGALHAES
7173,SJU,TJSJ,LUIS MUNOZ MARIN INTL
7174,\N,FZQW,LUISHI
7175,LZA,FZUG,LUIZA
7176,\N,FZAP,LUKALA
7177,LUF,KLUF,LUKE AFB
7178,LUA,VNLK,LUKLA
7179,NKG,ZSNJ,LUKOU
7180,LXU,FLLK,LUKULU
7181,\N,FLKZ,LUKUZI
7182,LBT,KLBT,LUMBERTON MUN
7183,\N,FQLU,LUMBO
7184,LUB,SYLP,LUMID PAU
7186,\N,ESMN,LUND
7188,\N,FLLD,LUNDAZI
7190,\N,EDHG,LUNEBURG
7192,FNA,GFLL,LUNGI
7193,\N,RCDI,LUNGTANG
7194,\N,LIQW,LUNI MIL
7195,\N,FZJN,LUNIEMU
7196,\N,FZCN,LUNKUNI
7197,HFE,ZSOF,LUOGANG
7198,LZI,FZAL,LUOZI
7200,\N,CYWO,LUPIN
7201,MLA,LMML,LUQA
7203,LUN,FLLS,LUSAKA INTL
7204,LBO,FZVI,LUSAMBO
7205,LUS,FZCE,LUSANGA
7206,\N,CJR2,LUSELAND
7207,\N,FZRL,LUSINGA
7209,LSK,KLSK,LUSK MUN
7210,\N,EDOJ,LUSSE
7212,LTN,EGGW,LUTON
7213,\N,CYLK,LUTSELK'E
7214,\N,EDFL,LUTZELLINDEN
7215,\N,FZRO,LUVUA
7217,LUX,ELLX,LUXEMBOURG
7218,LXR,HELX,LUXOR INTL
7219,\N,LSZO,LUZERN-BEROMUNSTER
7220,\N,SWUZ,LUZIANIA
7221,LWO,UKLL,L'VIV
7222,LYC,ESNL,LYCKSELE
7223,LYX,EGMD,LYDD
7224,\N,FALL,LYDENBURG
7225,LYH,KLYH,LYNCHBURG REGL-GLENN
7226,\N,CJL5,LYNCREST
7228,LYE,EGDL,LYNEHAM AB
7229,YYL,CYYL,LYNN LAKE
7231,LYO,KLYO,LYONS-RICE CO MUN
7232,CND,LRCK,M. KOGALNICEANU
7233,RPN,LLIB,M.I. BEN-YAAKOV
7234,BTS,LZIB,M.R. STEFANIK
7235,\N,FLMB,MAAMBA
7237,MST,EHBK,MAASTRICHT-AACHEN
7239,\N,KPRN,MAC CRENSHAW MEML
7240,MEA,SBME,MACAE
7241,MCP,SBMQ,MACAPA INTL
7242,XMS,SEMC,MACAS
7243,MFM,VMMC,MACAU INTL
7244,\N,SNMC,MACAUBAS
7245,MCF,KMCF,MACDILL AFB
7246,MCA,GUMA,MACENTA
7247,\N,LKZD,MACERKA
7248,\N,SNXA,MACHADO
7249,\N,KMVM,MACHIAS-VALLEY
7250,\N,UMLI,MACHULISHCHI
7252,HFF,KHFF,MACKALL AAF
7254,MKY,YBMK,MACKAY
7255,\N,CYZY,MACKENZIE
7257,MCD,KMCD,MACKINAC I
7258,\N,HKMR,MACKINNON ROAD
7259,\N,CJJ8,MACKLIN
7260,XMP,CFC4,MACMILLAN PASS
7261,MQB,KMQB,MACOMB MUN
7266,\N,LFEP,MACONGE
7267,NOP,RPVM,MACTAN-CEBU INTL
7269,MAG,AYMD,MADANG
7271,FNC,LPMA,MADEIRA
7273,MAE,KMAE,MADERA MUN
7275,\N,KMDQ,MADISON CO EXECUTIVE
7276,\N,KUYF,MADISON CO
7278,\N,KIMS,MADISON MUN
7279,XMD,KMDS,MADISON MUN
7281,\N,KDXX,MADISON-LAC QUI PARLE CO
7284,\N,SKMA,MADRID AIR BASE
7285,IXM,VOMD,MADURAI
7286,HGN,VTCH,MAE HONG SON
7287,MAQ,VTPM,MAE SOT AERO
7288,MFC,FXMF,MAFETENG
7289,MFA,HTMA,MAFIA
7290,MBD,FAMM,MAFIKENG INTL
7291,QMF,SSMF,MAFRA
7292,\N,HKMG,MAGADI
7293,\N,SNMH,MAGALHAES DE ALMEIDA
7296,MGD,SLMG,MAGDALENA
7297,\N,EDBM,MAGDEBURG
7300,GEA,NWWM,MAGENTA
7302,\N,ESMR,MAGLARP
7304,MQF,USCM,MAGNITOGORSK
7305,\N,LFDQ,MAGNOAC
7306,AGO,KAGO,MAGNOLIA MUN
7307,MWQ,VYMW,MAGWAY
7308,\N,FZKC,MAHAGI
7309,TOZ,DITM,MAHANA
7310,VVB,FMMH,MAHANORO
7311,GWL,VIGR,MAHARAJPUR AB
7312,MHA,SYMD,MAHDIA
7313,\N,VNMN,MAHENDRANAGAR
7314,EUG,KEUG,MAHLON SWEET
7317,MRX,OIAM,MAHSHAHR
7318,\N,LPVL,MAIA
7319,\N,SKMJ,MAICAO
7321,\N,CJH3,MAIDSTONE
7322,MIU,DNMA,MAIDUGURI
7323,MMZ,OAMN,MAIMANA
7324,SBG,WIAA,MAIMUM SALEH
7325,\N,EDFU,MAINBULLAU
7326,\N,DRZM,MAINE-SOROA
7327,MXT,FMMO,MAINTIRANO
7328,MMO,GVMA,MAIO
7330,MTL,YMND,MAITLAND
7332,VAG,SBVG,MAJ BRIGADEIRO TROMPOWSKY
7334,\N,SMNI,MAJ. FERNANDES
7337,GVT,KGVT,MAJORS
7338,KMK,FCPA,MAKABANA
7339,\N,FBMM,MAKALAMABEDI
7340,SKG,LGTS,MAKEDONIA
7341,MKP,NTGM,MAKEMO
7342,\N,HKMU,MAKINDU
7343,YMN,CYFT,MAKKOVIK
7344,MKU,FOOK,MAKOKOU
7345,MKJ,FCOM,MAKOUA
7346,MZG,RCQC,MAKUNG AB
7347,MLP,RPMM,MALABANG
7348,SSG,FGSL,MALABO
7349,MKZ,WMKM,MALACCA
7350,\N,LZMC,MALACKY
7351,MLD,KMLD,MALAD CITY
7352,AGP,LEMG,MALAGA
7353,\N,SKLA,MALAGA
7354,WML,FMMC,MALAIMBANDY
7355,MAK,HSSM,MALAKAL
7357,AAM,FAMD,MALAMALA
7358,\N,FZDA,MALANGA
7359,MEG,FNMA,MALANGE
7360,LGS,SAMM,MALARGUE
7361,\N,RPMY,MALAYBALAY
7362,\N,EPMB,MALBORK MIL
7363,LDA,VEMH,MALDA
7364,MAW,KMAW,MALDEN MUN
7365,\N,LZPT,MALE BIELICE
7366,MLE,VRMM,MALE INTL
7367,\N,FZBN,MALEBO
7369,LLE,FAMN,MALELANE
7372,MYD,HKML,MALINDI
7373,XMC,YMCO,MALLACOOTA
7374,KAN,DNKN,MALLAM AMINU KANO
7376,\N,ESCF,MALMEN AB
7377,HEM,EFHF,MALMI
7378,\N,KMAL,MALONE-DUFORT
7379,MXP,LIMC,MALPENSA
7382,\N,LFEZ,MALZEVILLE
7384,MBO,RPUM,MAMBURAO
7385,MMF,FKKF,MAMFE
7386,MMH,KMMH,MAMMOTH YOSEMITE
7389,MJC,DIMN,MAN
7390,MGA,MNMG,MANAGUA INTL
7391,WVK,FMSK,MANAKARA
7392,NGX,VNMA,MANANG
7393,MNJ,FMSM,MANANJARY
7395,\N,NZMO,MANAPOURI
7396,FRU,UAFM,MANAS
7397,MNZ,KHEF,MANASSAS REGL/ DAVIS
7398,MGU,VYMN,MANAUNG
7402,MAN,EGCC,MANCHESTER
7403,MHT,KMHT,MANCHESTER
7404,\N,ETSI,MANCHING AB
7405,WMD,FMSC,MANDABE
7406,\N,VYMD,MANDALAY INTL
7407,\N,ZMMG,MANDALGOBI
7409,CEQ,LFMD,MANDELIEU
7410,NDE,HKMA,MANDERA
7412,COG,SKCD,MANDINGA
7413,\N,FCMO,MANDORO
7414,WMA,FMNX,MANDRITSARA
7415,\N,FZCM,MANGAI II
7416,\N,NCMG,MANGAIA/ AUAU
7417,IXE,VOML,MANGALORE
7418,\N,YMNG,MANGALORE
7419,OCH,KOCH,MANGHAM REGL
7420,MAI,FWMG,MANGOCHI
7421,MHK,KMHK,MANHATTAN REGL
7422,\N,SKMN,MANI
7423,MNX,SBMY,MANICORE
7424,XMH,NTGI,MANIHI
7425,\N,NCMH,MANIHIKI
7426,\N,BGMQ,MANIITSOQ
7427,MXA,KMXA,MANILA MUN
7429,MNG,YMGD,MANINGRIDA
7430,VLC,LEVC,MANISES
7431,MBL,KMBL,MANISTEE CO-BLACKER
7433,YEM,CYEM,MANITOULIN EAST MUNI.
7434,YMG,CYMG,MANITOUWADGE
7436,MTW,KMTW,MANITOWOC CO
7437,YMW,CYMW,MANIWAKI
7438,MJA,FMSJ,MANJA
7439,MJP,YMJM,MANJIMUP
7440,MKT,KMKT,MANKATO REGL
7441,\N,KTKO,MANKATO
7442,MLY,PAML,MANLEY HOT SPRINGS
7443,MHG,EDFM,MANNHEIM CITY
7445,\N,CFX4,MANNING
7446,\N,SBMR,MANOEL RIBAS
7448,MNO,FZRA,MANONO
7449,MNS,FLMA,MANSA
7450,MFD,KMFD,MANSFIELD LAHM REGL
7454,\N,CSK4,MANSONVILLE
7455,MSE,EGMH,MANSTON
7457,AJY,DRZA,MANU DAYAK
7458,\N,SPNU,MANU
7459,CGU,SVPR,MANUEL CARLOS PIAR
7460,\N,FZDQ,MANZALELE
7461,AMO,FTTU,MAO
7462,\N,CJQ4,MAPLE CREEK
7464,\N,KMGG,MAPLE LAKE MUN
7466,MPM,FQMA,MAPUTO
7467,ZCO,SCTC,MAQUEHUE
7468,\N,FNMQ,MAQUELA
7469,MQD,SAVQ,MAQUINCHAO
7470,\N,KOQW,MAQUOKETA MUN
7473,MAB,SBMA,MARABA
7474,\N,SSMJ,MARACAJU
7475,\N,SNMJ,MARACAS
7476,MFQ,DRRM,MARADI
7477,AVW,KAVQ,MARANA NORTHWEST REGL
7478,YSP,CYSP,MARATHON
7479,\N,LGMR,MARATHON
7481,\N,FAMI,MARBLE HALL
7482,\N,EDFN,MARBURG-SCHONSTADT
7483,ANE,LFJR,MARCE
7484,RIV,KRIV,MARCH ARB
7485,RDZ,LFCR,MARCILLAC
7486,\N,LFDC,MARCILLAC
7488,MRK,KMKY,MARCO I
7489,\N,MPMG,MARCOS A GELABERT INTL
7490,\N,SAOM,MARCOS JUAREZ
7491,\N,LFQO,MARCQ-EN-BAROEUL
7493,MQM,LTCR,MARDIN
7494,\N,SSCR,MARECHAL CANDIDO RONDON
7495,SLZ,SBSL,MARECHAL CUNHA MACHADO
7496,CGB,SBCY,MARECHAL RONDON INTL
7497,MRG,YMBA,MAREEBA
7498,MRF,KMRF,MARFA MUN
7499,\N,CCZ4,MARGAREE
7500,\N,CFV6,MARGARET LAKE
7501,\N,YMGT,MARGARET RIVER
7502,MGH,FAMG,MARGATE
7503,\N,LFAD,MARGNY
7504,\N,EGYM,MARHAM AB
7505,LSQ,SCGE,MARIA DOLORES
7506,BRX,MDBH,MARIA MONTEZ INTL
7507,\N,SPZA,MARIA REICHE NEUMAN
7509,GAO,MUGT,MARIANA GRAJALES
7510,\N,KMAI,MARIANNA MUN
7511,\N,SADJ,MARIANO MORENO
7512,\N,LKMR,MARIANSKE LAZNE
7513,\N,LOGM,MARIAZELL
7514,MYN,OYMB,MARIB
7515,MRW,EKMB,MARIBO
7516,MBX,LJMB,MARIBOR
7517,\N,SDMC,MARICA
7518,\N,HSMD,MARIDI
7519,GBJ,TFFM,MARIE GALANTE
7520,MHQ,EFMA,MARIEHAMN
7521,\N,FSMA,MARIE-LOUISE
7522,WVN,EDWI,MARIENSIEL
7523,\N,FYML,MARIENTAL
7524,MII,SBML,MARILIA
7525,EBA,LIRJ,MARINA DI CAMPO
7526,\N,KOAR,MARINA
7527,MRQ,RPUW,MARINDUQUE
7529,MGF,SBMG,MARINGA
7530,\N,AGGF,MARINGE
7531,\N,SEGZ,MARIO MADERO JARAMILLO
7532,FLP,KFLP,MARION CO REGL
7534,\N,KMAO,MARION CO
7535,APT,KAPT,MARION CO-BROWN
7536,HAB,KHAB,MARION CO-RANKIN FITE
7538,MNN,KMNN,MARION MUN
