booking_id,flight_id,seat,passenger_id,price
22340,339792,27A,15518,141.78
22350,339792,24A,16561,293.49
22360,339792,21H,24017,168.08
22370,339792,19H,1236,417.69
22380,339792,15A,12667,285.12
22390,339792,11D,27626,282.54
22400,339792,8G,26565,369.69
22410,339792,4B,27026,126.63
22420,339792,1F,17098,117.53
22430,347888,32F,35010,34.63
22440,347888,28F,34062,102.35
22450,347888,24D,20925,150.84
22460,347888,20C,33925,261.42
22470,347888,16B,1302,22.25
22480,347888,14E,13398,345.93
22490,347888,8E,31866,292.29
22500,347888,5F,8338,269.82
22510,347888,1D,20939,293.96
22520,356172,30F,24498,416.82
22530,356172,27E,20085,118.19
22540,356172,25F,11089,138.6
22550,356172,22A,12696,204.31
22560,356172,17H,15565,104.38
22570,356172,14F,27737,207.63
22580,356172,11E,9438,363.96
22590,356172,8C,19927,312.26
22600,356172,4G,30162,429.46
22610,356172,1C,16406,307.17
22620,356180,30C,6111,30.78
22630,356180,26D,16743,405.41
22640,356180,23D,13907,413.46
22650,356180,21E,13424,6.7
22660,356180,18B,13860,137.64
22670,356180,14A,10206,489.78
22680,356180,10B,33021,152.61
22690,356180,7C,414,153.34
22700,356180,3D,454,335.08
22710,356180,1D,10669,318.27
22720,356183,30B,25801,320.03
22730,356183,25B,24666,293.42
22740,356183,23A,16676,31.98
22750,356183,20A,26024,337.55
22760,356183,17E,24863,318.18
22770,356183,13E,1429,109.16
22780,356183,10D,26442,59.88
22790,356183,7C,12054,70.8
22800,356183,3E,5768,405.62
22810,356184,34B,35166,425.82
22820,356184,30G,9955,335.99
22830,356184,27C,33497,339.98
22840,356184,24G,17139,301.53
22850,356184,21E,17385,5.1
22860,356184,18D,16163,260.42
22870,356184,15D,8886,34.25
22880,356184,13G,1273,325.76
22890,356184,10G,26479,205.57
22900,356184,7G,34149,9.7
22910,356184,2A,17563,362.3
22920,364261,33D,4096,141.34
22930,364261,28B,27172,448.23
22940,364261,25E,4395,8.76
22950,364261,22E,10784,12.74
22960,364261,18E,16637,391.88
22970,364261,15G,1103,114.13
22980,364261,10H,31252,409.97
22990,364261,7B,3432,419.18
23000,364261,4A,664,178.07
23010,364261,1A,15408,79.35
23020,364270,32G,10984,227.07
23030,364270,29G,30933,174.2
23040,364270,26D,32628,191.81
23050,364270,23D,28652,82.16
23060,364270,20E,22909,198.6
23070,364270,17F,27597,442.71
23080,364270,14F,29297,137.48
23090,364270,10G,6397,350.61
23100,364270,7H,20421,307.39
23110,364270,4F,11048,401.35
23120,364270,1G,10068,394.29
23130,372427,30C,5511,109.17
23140,372427,27B,20420,59.93
23150,372427,24B,34734,37.62
23160,372427,20F,23116,90.12
23170,372427,17C,24931,165.12
23180,372427,12H,17113,351.48
23190,372427,8C,27995,158.36
23200,372427,5F,22021,483.07
23210,372427,2D,17420,287.35
23220,372431,30H,4804,56.52
23230,372431,26E,10695,192.67
23240,372431,23A,8889,126.49
23250,372431,18E,7785,53.79
23260,372431,14D,24130,309.78
23270,372431,12G,35187,363.9
23280,372431,8H,36066,110.88
23290,372431,5G,33380,76.81
23300,372431,2A,17437,239.0
23310,388837,29A,16744,282.4
23320,388837,26E,25332,22.35
23330,388837,22F,11454,43.45
23340,388837,19G,82,241.51
23350,388837,17C,8689,279.61
23360,388837,13D,20209,382.65
23370,388837,9A,5391,379.85
23380,388837,6C,3102,425.06
23390,388837,2E,5264,417.66
23400,388842,33E,18800,439.91
23410,388842,29E,9877,317.96
23420,388842,25C,33577,57.6
23430,388842,20B,2981,292.96
23440,388842,16G,570,290.58
23450,388842,13E,1610,243.75
23460,388842,9G,31827,309.84
23470,388842,5E,28548,308.71
23480,388842,2H,11621,23.16
23490,388845,33F,22133,404.64
23500,388845,30C,21543,62.85
23510,388845,27C,26503,3.57
23520,388845,24B,23323,133.61
23530,388845,21H,24254,408.26
23540,388845,19G,20664,42.08
23550,388845,14H,20444,417.15
23560,388845,10H,23143,424.76
23570,388845,8G,26580,499.71
23580,388845,4A,3510,396.09
23590,388845,1H,14961,186.33
23600,388851,33D,6171,429.69
23610,388851,29H,17228,349.3
23620,388851,25H,28153,100.77
23630,388851,22F,16081,265.79
23640,388851,19H,23183,316.03
23650,388851,15G,2145,191.93
23660,388851,11E,23170,307.5
23670,388851,7C,28700,8.22
23680,388851,5F,1212,148.88
23690,388851,2G,27027,296.38
23700,405231,32H,23484,30.15
23710,405231,27H,32222,225.52
23720,405231,24G,27506,93.74
23730,405231,21A,20287,21.66
23740,405231,19G,452,176.34
23760,405231,12E,9182,155.63
23770,405231,9D,34271,329.67
23780,405231,6B,25012,52.61
23790,405231,3A,2068,136.01
23800,413500,33F,15834,475.16
23810,413500,30B,20051,204.91
23820,413500,26E,14780,101.69
23830,413500,21H,50,6.14
23840,413500,18F,30628,190.16
23850,413500,15B,12276,68.5
23860,413500,12G,1060,297.51
23870,413500,8F,19831,109.22
23880,413500,5D,7742,153.89
23890,413500,2E,8663,309.9
23900,413504,32G,2110,138.97
23910,413504,29G,16628,215.68
23920,413504,26C,11333,41.38
23930,413504,22C,15617,488.84
23940,413504,19A,24702,293.32
23950,413504,16F,35091,51.73
23960,413504,13D,30433,310.39
23970,413504,9A,5218,130.69
23980,413504,6F,33864,420.04
23990,413504,2H,11407,319.25
24000,413507,32B,33983,413.77
24010,413507,29C,17411,303.06
24020,413507,25B,18845,236.86
24030,413507,22F,19151,98.96
24040,413507,19B,5897,148.34
24050,413507,17E,7425,47.28
24060,413507,13E,17040,233.31
24070,413507,10E,9700,251.11
24080,413507,8E,389,140.25
24090,413507,6A,31074,386.45
24100,413507,2B,9541,163.92
24110,413513,33D,14240,121.86
24120,413513,29F,1409,140.97
24130,413513,26F,8739,349.08
24140,413513,24H,25379,218.91
24150,413513,19F,29331,167.62
24160,413513,17E,12611,429.86
24170,413513,13A,32694,325.71
24180,413513,10B,32772,477.79
24190,413513,6E,16768,300.37
24200,413513,4H,27856,85.47
24210,413513,1D,30007,183.73
24220,421609,31D,27254,107.92
24230,421609,28G,21848,58.59
24250,421609,20B,24695,247.42
24260,421609,17F,1692,426.72
24270,421609,13G,9914,466.32
24280,421609,10F,8387,179.33
24290,421609,6G,17770,447.63
24300,421609,1A,18894,418.4
24310,429762,31F,756,345.29
24320,429762,27A,28417,137.65
24330,429762,23E,5868,123.05
24340,429762,20C,14533,117.02
24350,429762,15F,14718,272.0
24360,429762,12C,34284,131.82
24370,429762,10E,27406,418.39
24380,429762,7G,7374,195.88
24390,429762,3A,22385,491.22
24400,429773,32B,7841,460.59
24410,429773,28A,1812,363.4
24420,429773,25H,5245,19.93
24430,429773,21B,2955,434.12
24440,429773,17D,9786,378.6
24450,429773,15D,20458,4.4
24460,429773,12B,28430,306.28
24470,429773,8G,26899,24.84
24480,429773,5E,23721,249.83
24490,429773,2A,31623,309.67
24500,454452,32G,678,255.2
24510,454452,29H,4511,3.21
24520,454452,26F,24802,74.78
24530,454452,22G,12824,349.88
24540,454452,18A,4805,471.05
24550,454452,15C,28641,209.69
24560,454452,12E,18960,346.92
24570,454452,8G,13132,168.91
24580,454452,6B,16816,486.67
24590,454452,2G,7433,61.38
24600,454467,33E,33230,294.49
24610,454467,28B,1331,233.33
24620,454467,25H,3741,409.53
24630,454467,22G,18470,449.21
24640,454467,20G,8884,322.7
24650,454467,17E,35553,6.99
24660,454467,12C,35083,127.78
24670,454467,9C,25924,73.46
24680,454467,5G,19849,186.92
24690,454467,3G,3372,370.34
24710,462558,29E,33346,379.08
24720,462558,26C,6323,373.36
24730,462558,24E,21369,367.49
24740,462558,21G,595,378.51
24750,462558,18F,34673,440.83
24760,462558,16E,698,110.25
24770,462558,12A,25580,432.16
24780,462558,8A,8676,105.61
24790,462558,4D,16669,178.52
24800,462558,1G,32020,383.81
24810,462578,31C,24240,185.73
24820,462578,28A,21771,458.43
24830,462578,25D,7216,220.37
24840,462578,22F,23441,386.26
24850,462578,18C,29742,352.91
24860,462578,15A,26865,79.35
24870,462578,11H,31133,466.49
24880,462578,9D,25991,186.36
24890,462578,6C,19348,287.03
24900,462578,3H,23884,254.2
24910,470864,32B,20960,31.34
24920,470864,29G,11077,83.47
24930,470864,26C,13520,462.77
24940,470864,22D,6447,486.3
24950,470864,19C,8397,326.0
24960,470864,17E,8865,338.98
24970,470864,14A,4476,242.39
24980,470864,11D,4645,403.59
24990,470864,9E,7569,23.58
25000,470864,7H,22814,40.51
25010,470864,5C,17777,76.36
25020,470864,1F,616,267.28
25030,478955,32F,3937,282.57
25040,478955,29G,35686,480.69
25050,478955,27G,27455,434.31
25060,478955,22F,13335,82.72
25070,478955,20F,22829,139.44
25080,478955,17H,2450,262.69
25090,478955,14D,11088,373.69
25100,478955,11C,6481,465.09
25110,478955,5H,19249,113.46
25120,478955,1A,11162,449.75
25130,487132,31D,22485,140.61
25140,487132,29D,24842,227.33
25150,487132,25H,1788,319.78
25160,487132,22D,21794,106.33
25170,487132,18E,31176,496.74
25180,487132,14F,4385,492.24
25190,487132,11G,11532,6.88
25200,487132,6D,30006,159.91
25210,487132,3F,18281,447.24
25220,487132,1C,9777,371.63
25230,495386,31B,22894,25.62
25240,495386,28F,11203,435.54
25250,495386,24F,20547,441.95
25260,495386,20B,9365,66.78
25270,495386,17G,29283,429.39
25280,495386,15B,26029,148.18
25290,495386,12A,21319,125.02
25300,495386,7A,22331,284.48
25310,495386,2E,4075,460.46
25320,495407,33H,19325,416.05
25330,495407,29F,32550,217.24
25340,495407,27G,24353,403.97
25350,495407,24E,18492,485.36
25360,495407,19F,28059,260.54
25370,495407,17H,4793,393.74
25380,495407,14E,11095,276.6
25390,495407,11G,17443,340.29
25400,495407,8C,1524,355.15
25410,495407,6A,27047,258.15
25420,495407,3H,29917,170.73
30310,3853,61E,22466,167.98
30320,3853,57A,8187,308.92
30330,3853,54B,33779,138.6
30340,3853,51E,7886,203.04
30350,3853,47B,18339,245.91
30360,3853,45D,16434,136.51
30370,3853,42B,10045,239.23
30380,3853,39B,15384,23.27
30390,3853,37D,15433,78.97
30400,3853,33H,7726,190.02
30410,3853,30H,27654,338.75
30420,3853,25D,20450,73.85
30430,3853,21E,29484,272.23
30440,3853,18G,14692,149.18
30450,3853,15C,21979,446.67
30460,3853,11H,11717,200.37
30470,3853,7B,3202,385.84
30480,3853,4G,30205,383.56
30490,3866,63A,12277,61.41
30500,3866,59C,575,174.28
30510,3866,57F,7337,288.7
30520,3866,54B,1848,58.04
30530,3866,51H,31272,240.26
30540,3866,48A,4577,370.86
30550,3866,45C,21116,95.67
30560,3866,39E,14173,81.49
30570,3866,35A,34862,205.44
30580,3866,33C,19362,486.65
30590,3866,30E,15035,187.78
30600,3866,27G,32731,454.1
30610,3866,23G,20813,139.14
30620,3866,19D,28327,191.48
30630,3866,17C,20848,117.46
30640,3866,13E,31346,431.81
30650,3866,9G,15798,306.16
30660,3866,7G,14819,457.06
30670,3866,4F,5723,450.03
30680,3866,1D,31527,173.56
30690,12159,59A,6771,469.83
30700,12159,57E,11494,170.97
30710,12159,54A,5598,481.67
30720,12159,51E,28033,168.96
30730,12159,48H,3034,101.83
30740,12159,44H,7829,329.59
30750,12159,42A,27231,416.84
30760,12159,39A,8722,13.64
30770,12159,36C,22310,183.12
30780,12159,33H,24043,354.9
30790,12159,31B,30216,261.76
30800,12159,28H,35288,333.84
30810,12159,24G,18996,333.27
30820,12159,21C,12945,450.49
30830,12159,17G,4300,368.82
30840,12159,13H,23168,262.36
30850,12159,10F,9044,84.91
30860,12159,8G,5768,408.24
30870,12159,4A,17065,21.45
30880,12159,1H,4921,358.72
30890,12164,62A,33124,398.48
30900,12164,59G,1594,133.0
30910,12164,55C,12723,465.27
30920,12164,52D,10241,243.95
30930,12164,49H,31683,346.38
30940,12164,45H,27160,121.31
30950,12164,43H,22748,337.74
30960,12164,38G,28063,162.87
30970,12164,33B,3360,265.32
30980,12164,31H,19643,317.78
30990,12164,28F,21869,429.19
31000,12164,24H,13363,129.52
31010,12164,20A,20654,159.12
31020,12164,15G,10614,371.84
31030,12164,11D,17827,439.66
31040,12164,8G,20882,57.25
31050,12164,4F,31545,192.23
31060,12175,63E,1730,57.56
31070,12175,59B,33713,478.48
31080,12175,55F,35753,91.76
31090,12175,52G,31661,200.61
31100,12175,48A,29690,330.63
31110,12175,45H,8550,229.87
31120,12175,42F,13475,374.57
31130,12175,39A,16096,172.49
31140,12175,35D,22006,121.18
31150,12175,33D,33545,365.33
31160,12175,30F,8999,348.96
31170,12175,27B,20414,399.98
31180,12175,23E,17143,206.42
31190,12175,20B,7619,259.85
31200,12175,17H,33249,432.38
31210,12175,13H,30417,459.21
31220,12175,10B,7783,131.3
31230,12175,7A,13459,335.59
31250,20232,62A,13693,490.2
31260,20232,59D,1723,349.95
31270,20232,57E,27551,40.39
31290,20232,50B,4271,319.23
31300,20232,47A,16980,238.88
31310,20232,45F,11413,37.26
31320,20232,42D,13414,130.52
31330,20232,38E,19780,295.44
31340,20232,34F,33176,317.11
31350,20232,30F,9556,108.94
31360,20232,27B,31535,310.9
31370,20232,24C,34944,424.56
31380,20232,20B,25817,299.42
31390,20232,17F,4356,381.1
31400,20232,14E,16173,320.53
31410,20232,10F,22331,115.6
31420,20232,6B,23854,472.85
31430,20232,4G,19073,113.69
31440,20253,64B,14458,197.27
31450,20253,60C,18594,410.19
31460,20253,57G,19814,459.17
31470,20253,54A,33372,186.64
31480,20253,48A,31137,283.7
31490,20253,45F,33115,51.05
31500,20253,43H,29667,268.73
31510,20253,40F,10747,75.06
31520,20253,37F,11286,471.72
31530,20253,34C,29205,258.93
31540,20253,30E,22462,138.5
31550,20253,27A,20175,5.78
31560,20253,24A,2726,329.01
31570,20253,21F,18219,179.78
31580,20253,18F,27097,231.42
31590,20253,15G,17233,336.56
31600,20253,13F,11808,181.71
31610,20253,10G,10006,224.21
31620,20253,8A,23338,336.38
31630,20253,5F,19175,114.17
31640,20253,1D,9510,55.47
31650,20255,62C,35423,168.89
31660,20255,58H,34295,126.46
31670,20255,54B,9962,167.38
31680,20255,51A,27464,121.88
31690,20255,48H,31524,393.82
31700,20255,46A,599,211.42
31710,20255,43A,10990,148.45
31720,20255,39F,10729,407.17
31730,20255,36B,5077,454.12
31740,20255,33A,19225,336.57
31750,20255,30D,21494,144.08
31760,20255,26A,25422,282.49
31770,20255,21C,15824,371.54
31780,20255,17H,19122,417.38
31790,20255,14D,32196,492.26
31800,20255,9C,34499,116.35
31810,20255,7B,18819,186.79
31820,20255,3B,36027,404.46
31830,20257,63B,2327,65.85
31840,20257,59C,4388,337.01
31850,20257,56B,7552,356.33
31860,20257,54B,8133,277.55
31870,20257,49G,17584,298.46
31880,20257,45E,24900,419.16
31890,20257,41A,6013,151.69
31900,20257,37A,19229,79.58
31910,20257,34E,7611,404.27
31920,20257,31E,31220,445.78
31930,20257,28B,4411,419.59
31940,20257,26B,7212,219.37
31950,20257,21A,7563,210.42
31960,20257,17H,19584,238.34
31970,20257,14B,30389,31.57
31980,20257,11H,30316,58.73
31990,20257,7C,23849,396.2
32000,20257,3E,23331,130.18
32010,28416,64B,9375,235.05
32020,28416,60H,8725,208.87
32030,28416,57E,21873,187.15
32040,28416,54D,8452,252.78
32050,28416,51A,26266,104.73
32060,28416,47D,13669,161.56
32080,28416,41E,17882,297.63
32090,28416,37F,29320,353.39
32100,28416,33G,23526,218.21
32110,28416,30C,21704,24.6
32120,28416,27B,681,74.13
32130,28416,22E,34482,177.88
32140,28416,19C,25780,318.87
32150,28416,15G,13774,462.38
32160,28416,12A,9814,233.31
32170,28416,8B,4844,432.53
32180,28416,6C,31561,46.1
32190,28416,2D,11869,467.19
32200,28428,63H,6404,411.59
32210,28428,59E,33982,14.29
32220,28428,56G,20161,267.98
32230,28428,53F,6011,382.87
32240,28428,50E,27592,436.14
32250,28428,47D,15631,162.61
32260,28428,44G,33973,476.71
32270,28428,41F,1705,117.02
32280,28428,38A,22852,410.82
32290,28428,35G,31549,374.03
32300,28428,31G,27897,179.04
32310,28428,28E,13226,126.75
32320,28428,23B,26436,428.88
32330,28428,20H,33658,334.29
32340,28428,17H,6447,185.85
32350,28428,14D,12684,21.2
32360,28428,12E,13211,325.58
32370,28428,9E,11706,43.1
32380,28428,3C,26874,384.37
32390,28437,63H,13329,167.52
32400,28437,59H,29797,137.08
32410,28437,57D,8650,208.36
32420,28437,54E,4729,15.46
32430,28437,50E,19068,457.0
32440,28437,46G,2545,402.56
32450,28437,43D,24371,369.81
32460,28437,38C,473,163.86
32470,28437,36F,33147,430.6
32480,28437,32B,26819,8.67
32490,28437,28C,21154,153.01
32500,28437,24B,4254,15.02
32510,28437,21D,30540,130.88
32530,28437,15A,17529,201.96
32540,28437,12G,6211,336.65
32550,28437,7D,8277,139.62
32560,28437,4C,34702,491.77
32570,28437,1G,10963,443.99
32580,36695,61H,3023,394.44
32590,36695,58G,19554,479.99
32600,36695,56G,31785,419.65
32610,36695,53F,29661,151.87
32620,36695,49F,12402,87.43
32630,36695,45F,35687,480.7
32640,36695,43H,28756,103.36
32650,36695,40H,17487,263.37
32660,36695,36B,30761,413.35
32670,36695,31D,527,233.41
32680,36695,29E,10532,253.69
32690,36695,26B,23635,172.36
32700,36695,23A,19034,359.55
32710,36695,20C,30980,277.67
32720,36695,17G,33384,156.53
32730,36695,14G,30614,133.27
32740,36695,12H,16219,324.07
32750,36695,9E,2924,302.1
32760,36695,6D,26245,264.04
32770,36695,2G,31991,54.68
32780,36697,62E,3719,368.11
32790,36697,59F,36048,42.24
32800,36697,56H,19343,52.69
32810,36697,53G,20478,470.13
32820,36697,50C,31321,239.51
32830,36697,47D,4166,489.82
32840,36697,45C,22648,75.59
32850,36697,42F,30883,157.37
32860,36697,40H,33809,335.35
32870,36697,37F,7382,242.62
32880,36697,34F,17605,343.99
32890,36697,31B,34241,174.33
32900,36697,28B,23939,484.87
32910,36697,25F,8760,118.93
32920,36697,21E,19271,197.96
32930,36697,17H,4271,334.29
32940,36697,15B,9382,315.92
32950,36697,10D,14711,223.61
32960,36697,7C,2227,295.99
32970,36697,5F,32085,279.24
32980,36697,2E,16148,305.91
32990,36709,62A,2778,438.39
33000,36709,57D,18507,260.1
33010,36709,54E,4585,227.2
33020,36709,50B,28794,13.62
33030,36709,47H,20663,146.81
33040,36709,44H,13597,165.77
33050,36709,41B,18479,331.64
33060,36709,40F,2519,317.07
33070,36709,37A,15302,153.92
33080,36709,33D,9181,322.97
33090,36709,30B,12349,154.95
33100,36709,26F,11120,428.34
33110,36709,23A,22043,154.81
33120,36709,21C,18809,98.25
33130,36709,16H,28664,135.71
33140,36709,13E,3670,20.29
33150,36709,11B,18953,418.13
33160,36709,9G,997,486.14
33170,36709,7H,30094,328.84
33180,36709,4C,26626,125.35
33190,36709,1G,21369,120.09
33200,36711,59A,22479,218.35
33210,36711,56H,29613,221.12
33220,36711,51F,7070,488.22
33230,36711,47D,23140,283.88
33240,36711,44B,29579,239.72
33250,36711,41F,31372,418.48
33260,36711,38G,23232,371.57
33270,36711,36A,3704,25.64
33280,36711,33F,21490,91.51
33290,36711,30D,9531,345.2
33300,36711,26F,16767,20.45
33310,36711,22H,2254,133.02
33320,36711,19D,1905,347.89
33330,36711,16G,24180,435.26
33340,36711,13E,2233,156.79
33350,36711,11H,34744,350.87
33360,36711,7D,14869,152.11
33380,36717,63D,11921,200.15
33390,36717,60A,20758,479.29
33400,36717,57E,32487,481.18
33410,36717,54E,29339,290.48
33420,36717,50D,20232,445.33
33430,36717,47A,26982,39.95
33440,36717,43F,10252,419.28
33450,36717,41G,24076,351.6
33460,36717,38C,26905,192.09
33470,36717,35D,11127,493.06
33480,36717,33D,34777,114.24
33490,36717,29E,4106,418.78
33500,36717,24G,24361,6.55
33510,36717,21D,2842,408.5
33520,36717,18E,2262,48.71
33530,36717,14C,30114,270.92
33540,36717,10E,6216,158.18
33550,36717,7H,7781,24.95
33560,36717,4B,29472,283.42
33570,36717,2D,22577,121.52
33580,53077,62D,3401,383.03
33590,53077,60F,1137,395.81
33600,53077,56F,3423,454.07
33610,53077,53D,17178,493.3
33620,53077,50F,16246,334.19
33630,53077,48A,32618,150.8
33640,53077,45C,18595,108.28
33660,53077,40H,32718,421.04
33670,53077,35A,11014,461.86
33680,53077,31B,17307,173.8
33690,53077,27H,1476,359.35
33700,53077,22F,10900,445.1
33710,53077,19D,28201,361.08
33720,53077,17D,34498,134.02
33740,53077,9G,24723,323.44
33750,53077,7A,30338,112.96
33760,53077,5C,23776,321.07
33770,53077,1B,30312,328.95
33780,53085,62D,16308,377.18
33790,53085,59E,3280,241.41
33800,53085,56B,23007,177.58
33810,53085,53G,20800,68.28
33820,53085,51A,15903,124.33
33830,53085,48G,13384,130.91
33840,53085,44F,25343,183.99
33850,53085,41C,29469,368.37
33860,53085,38B,3402,467.35
33870,53085,34C,28094,44.76
33880,53085,30G,3639,406.43
33890,53085,28A,24807,469.55
33900,53085,26B,2035,170.66
33910,53085,24G,10423,280.11
33920,53085,21G,22148,324.51
33930,53085,18A,3214,500.09
33940,53085,15D,16976,40.03
33950,53085,13E,717,139.44
33960,53085,8A,5528,141.54
33970,53085,5G,20228,477.46
33980,53085,3A,31197,413.2
33990,53085,1D,2954,54.47
34000,53087,60A,8080,207.39
34010,53087,58D,26569,49.44
34020,53087,55A,17074,332.79
34030,53087,52A,22287,84.12
34040,53087,48C,3200,159.95
34050,53087,45C,3477,326.61
34060,53087,42F,33263,467.35
34070,53087,40F,34848,423.16
34080,53087,36C,16207,256.32
34090,53087,34B,9146,324.74
34100,53087,31A,26391,312.53
34110,53087,28E,33349,423.12
34120,53087,25D,16158,367.64
34130,53087,20G,19269,206.2
34140,53087,15D,15915,189.7
34150,53087,12A,8496,183.34
34160,53087,8G,6165,207.6
34170,53087,4F,35352,189.28
34180,53104,64C,7715,477.4
34190,53104,61H,2736,419.58
34200,53104,58E,28451,293.92
34210,53104,56G,4180,32.12
34220,53104,53F,33353,322.76
34230,53104,47C,28632,76.61
34240,53104,44E,28405,120.92
34250,53104,41G,34477,252.47
34260,53104,38D,13122,63.29
34270,53104,34D,35303,7.57
34280,53104,31F,14658,245.64
34290,53104,28E,31509,390.18
34300,53104,25E,478,18.44
34310,53104,21F,23175,381.98
34320,53104,17G,31059,66.24
34330,53104,15G,27629,365.12
34340,53104,12G,29727,214.87
34350,53104,9D,12757,493.39
34360,53104,5G,12855,39.29
34370,53104,3G,23761,393.52
34380,53108,64C,19956,420.0
34390,53108,60A,30386,493.9
34400,53108,57E,11230,442.51
34410,53108,54D,35857,216.02
34420,53108,51E,34474,132.14
34430,53108,48G,878,294.45
34440,53108,44B,34867,90.93
34450,53108,41E,17862,331.52
34460,53108,37E,16359,202.28
34470,53108,34E,34896,379.01
34480,53108,31B,25476,416.76
34490,53108,26B,24701,345.67
34500,53108,23A,8694,372.83
34510,53108,19A,34223,447.75
34520,53108,17D,13204,449.18
34530,53108,13E,21504,145.16
34540,53108,11H,6641,126.68
34550,53108,8F,22690,283.16
34560,53108,4E,34493,61.94
34570,53108,1F,35953,58.63
34580,61215,61D,25285,56.21
34590,61215,57B,24070,363.6
34600,61215,55G,9122,468.81
34610,61215,52G,24701,22.8
34620,61215,49C,35611,191.91
34630,61215,46D,4773,26.41
34640,61215,44E,15060,282.7
34650,61215,40C,9029,144.62
34660,61215,37E,21993,175.65
34670,61215,33A,18169,194.96
34680,61215,29A,19269,234.58
34690,61215,26E,20929,61.34
34700,61215,24H,23476,148.71
34710,61215,21C,22450,443.19
34720,61215,16C,7857,47.3
34730,61215,14B,27945,365.76
34740,61215,9G,5195,37.04
34750,61215,6B,7547,136.75
34760,61215,3H,6729,147.23
34770,61224,62F,16214,315.2
34780,61224,59H,30703,154.39
34790,61224,55D,14906,254.2
34800,61224,50G,16477,287.93
34810,61224,47B,22913,286.95
34820,61224,43C,21039,242.14
34830,61224,40H,27302,419.4
34840,61224,38A,14144,323.82
34850,61224,33G,23878,163.7
34860,61224,31C,28880,85.45
34870,61224,28B,7421,223.71
34880,61224,26B,4570,8.47
34890,61224,22G,16788,36.7
34900,61224,19C,22693,43.26
34910,61224,17D,31806,355.88
34920,61224,12B,31604,105.96
34930,61224,7G,11792,3.41
34940,61224,5C,14234,50.54
34950,61224,2C,21040,95.56
34960,69479,61B,31347,219.95
34970,69479,59A,18853,441.98
34980,69479,56E,29501,43.84
34990,69479,53E,4207,142.42
35000,69479,49C,19259,352.81
35010,69479,46A,15288,332.7
35020,69479,42C,34145,69.26
35030,69479,40F,18500,474.85
35040,69479,37D,12194,428.85
35050,69479,34C,23703,294.26
35060,69479,32E,16847,259.48
35070,69479,27B,7805,453.62
35080,69479,24H,33188,381.21
35090,69479,21C,33029,141.27
35100,69479,18G,2067,113.39
35110,69479,15A,26213,52.93
35120,69479,11C,23394,58.76
35130,69479,7E,21282,359.71
35140,69479,4A,5268,315.88
35150,69479,1E,22827,274.3
35160,69485,61F,24962,412.84
35170,69485,56C,10719,305.52
35180,69485,54B,18655,33.15
35190,69485,49H,17219,470.27
35200,69485,45C,11757,212.55
35210,69485,41B,14587,198.24
35230,69485,34D,32586,340.18
35240,69485,31G,18206,63.72
35250,69485,28E,32642,446.51
35260,69485,25B,23459,180.98
35270,69485,22F,21992,433.76
35280,69485,19D,13330,31.22
35290,69485,16G,20237,118.5
35300,69485,12H,35051,459.78
35310,69485,10A,14768,133.57
35320,69485,6E,32919,477.0
35330,69485,2C,6716,302.98
35340,77582,63B,10183,3.42
35350,77582,59C,32538,334.98
35360,77582,57D,16306,228.51
35370,77582,52A,3039,367.65
35380,77582,48B,8921,173.37
35390,77582,46E,28530,499.05
35400,77582,43C,18279,316.26
35410,77582,41E,5058,489.26
35420,77582,38D,2407,329.04
35430,77582,35B,24521,439.94
35440,77582,32A,27143,436.97
35450,77582,29H,6401,46.91
35460,77582,26C,31065,419.55
35470,77582,23A,18910,314.55
35480,77582,18A,33424,374.04
35490,77582,16G,2700,400.9
35510,77582,9D,21691,83.45
35520,77582,5F,16050,102.24
35530,77582,3C,705,429.13
35540,85744,62H,9525,406.71
35550,85744,59D,24745,313.96
35560,85744,54C,21099,420.16
35570,85744,49A,21144,151.97
35580,85744,47B,2275,370.86
35590,85744,44B,28315,148.59
35600,85744,41F,33544,470.27
35610,85744,39H,2447,306.24
35620,85744,35E,18022,173.51
35630,85744,33E,8309,388.01
35640,85744,30C,16593,385.79
35650,85744,26D,3258,109.64
35660,85744,23G,9639,4.14
35670,85744,17G,14047,338.8
35680,85744,14C,26818,173.41
35690,85744,11B,27723,459.46
35700,85744,8G,12569,495.99
35710,85744,5A,20480,25.6
35720,85751,63G,31673,288.67
35730,85751,60E,33078,458.12
35740,85751,56C,26901,465.4
35750,85751,53G,9573,177.13
35760,85751,50A,3031,228.8
35770,85751,48E,28470,290.49
35780,85751,44A,18879,398.6
35790,85751,41D,6192,467.18
35800,85751,38D,20100,304.08
35810,85751,35D,23692,245.68
35820,85751,33D,22693,215.88
35830,85751,30B,2303,32.03
35840,85751,25D,13202,91.92
35850,85751,22B,3941,108.73
35860,85751,18F,22301,362.02
35870,85751,16H,10416,174.16
35880,85751,12C,18132,349.79
35890,85751,8A,9078,209.59
35900,85751,4E,17526,168.86
35910,85767,64E,19791,172.06
35920,85767,61G,35074,152.68
35930,85767,58F,22762,139.12
35940,85767,55B,1853,251.96
35950,85767,51B,30702,4.85
35960,85767,48G,32665,360.44
35970,85767,44H,2941,479.79
35980,85767,41E,23700,459.27
35990,85767,36B,14114,72.46
36000,85767,33A,30747,364.84
36010,85767,31G,22759,165.77
36020,85767,28F,2505,267.22
36030,85767,25C,31630,33.0
36040,85767,21G,25398,261.32
36050,85767,17H,26581,426.57
36060,85767,15C,13983,33.05
36070,85767,12A,4484,381.3
36080,85767,9F,27963,125.55
