flight_id,flightno,from,to,departure,arrival,airline_id,airplane_id
2492,KU4704,11687,7127,2015-06-01 23:27:00,2015-06-02 08:21:00,58,4694
2493,KU4751,209,6654,2015-06-01 09:18:00,2015-06-01 16:03:00,58,4680
2494,KU5132,5657,11147,2015-06-01 16:59:00,2015-06-02 02:04:00,58,4679
2495,KU5255,7948,12624,2015-06-01 10:43:00,2015-06-02 02:30:00,58,4725
2496,KU5625,8923,1213,2015-06-01 18:24:00,2015-06-02 10:51:00,58,4711
2497,KU5729,1143,1696,2015-06-01 14:38:00,2015-06-02 06:28:00,58,4704
2498,KU5904,12574,5885,2015-06-01 23:11:00,2015-06-02 09:55:00,58,4694
2499,KU6004,10513,9741,2015-06-01 02:28:00,2015-06-01 13:58:00,58,4725
2500,KU6294,12411,8598,2015-06-01 05:55:00,2015-06-01 12:43:00,58,4711
2501,KU6354,12726,11812,2015-06-01 19:24:00,2015-06-02 13:53:00,58,4728
2502,KU6762,11479,7756,2015-06-01 13:09:00,2015-06-01 15:51:00,58,4714
2503,KU7106,5224,396,2015-06-01 23:02:00,2015-06-02 13:44:00,58,4714
2504,KU7426,12687,3092,2015-06-01 00:52:00,2015-06-01 12:14:00,58,4712
2505,KU7867,10272,246,2015-06-01 03:08:00,2015-06-01 09:35:00,58,4680
2506,KU8202,2798,6324,2015-06-01 04:08:00,2015-06-01 15:12:00,58,4719
2507,KU8211,1383,5661,2015-06-01 09:40:00,2015-06-01 20:29:00,58,4697
2508,KU8539,9920,3077,2015-06-01 23:28:00,2015-06-02 13:45:00,58,4689
2509,KU8767,6835,6738,2015-06-01 19:02:00,2015-06-01 21:23:00,58,4705
2510,KU8939,12358,1411,2015-06-01 20:59:00,2015-06-02 14:51:00,58,4681
2511,KU9143,3511,9415,2015-06-01 01:18:00,2015-06-01 10:39:00,58,4690
2512,KU9294,12409,10831,2015-06-01 22:03:00,2015-06-02 09:02:00,58,4700
2513,KY1163,9651,12233,2015-06-01 11:41:00,2015-06-01 14:25:00,59,4988
2514,KY1369,9717,8294,2015-06-01 13:46:00,2015-06-02 06:14:00,59,4984
2515,KY1370,8180,6041,2015-06-01 04:42:00,2015-06-01 09:43:00,59,4984
2516,KY1383,3455,7008,2015-06-01 19:20:00,2015-06-02 07:26:00,59,4988
2517,KY1478,43,1559,2015-06-01 01:45:00,2015-06-01 16:35:00,59,4986
2518,KY1589,7410,8752,2015-06-01 07:03:00,2015-06-01 16:45:00,59,4988
2519,KY1604,8742,7448,2015-06-01 00:08:00,2015-06-01 12:08:00,59,4988
2520,KY1745,2497,8754,2015-06-01 15:15:00,2015-06-01 17:20:00,59,4984
2521,KY1874,3419,6932,2015-06-01 15:16:00,2015-06-02 06:23:00,59,4984
2522,KY2007,6026,6043,2015-06-01 22:11:00,2015-06-02 02:08:00,59,4988
2523,KY2342,8346,1287,2015-06-01 20:51:00,2015-06-01 22:30:00,59,4987
2524,KY2519,6069,497,2015-06-01 04:53:00,2015-06-01 12:29:00,59,4987
2525,KY2603,10915,3839,2015-06-01 02:54:00,2015-06-01 15:34:00,59,4987
2526,KY3146,1763,12114,2015-06-01 16:11:00,2015-06-02 02:24:00,59,4989
2527,KY3265,13314,1219,2015-06-01 11:39:00,2015-06-02 02:45:00,59,4989
2528,KY3522,7169,9014,2015-06-01 10:09:00,2015-06-01 21:42:00,59,4986
2529,KY3760,12555,13582,2015-06-01 05:03:00,2015-06-01 19:58:00,59,4990
2530,KY4043,11427,6070,2015-06-01 15:37:00,2015-06-02 00:18:00,59,4986
2531,KY4077,2265,12021,2015-06-01 12:51:00,2015-06-01 17:36:00,59,4988
2532,KY4337,87,9334,2015-06-01 15:11:00,2015-06-02 05:17:00,59,4988
2533,KY4714,2503,4,2015-06-01 08:06:00,2015-06-01 17:30:00,59,4990
2534,KY4725,12637,9106,2015-06-01 06:42:00,2015-06-01 12:56:00,59,4986
2535,KY4949,3768,5074,2015-06-01 03:07:00,2015-06-01 08:00:00,59,4989
2536,KY5148,11294,3870,2015-06-01 02:49:00,2015-06-01 15:02:00,59,4990
2537,KY6027,12029,369,2015-06-01 00:32:00,2015-06-01 04:57:00,59,4987
2538,KY6363,6675,11076,2015-06-01 12:28:00,2015-06-01 23:20:00,59,4987
2539,KY6787,9693,789,2015-06-01 14:49:00,2015-06-02 07:48:00,59,4990
2540,KY7299,3361,11258,2015-06-01 18:10:00,2015-06-02 01:59:00,59,4987
2541,KY7528,12712,972,2015-06-01 16:43:00,2015-06-02 12:04:00,59,4988
2542,KY7837,10617,9808,2015-06-01 03:45:00,2015-06-01 08:13:00,59,4990
2543,KY7972,399,13562,2015-06-01 02:34:00,2015-06-01 14:46:00,59,4990
2544,KY8248,13105,9590,2015-06-01 23:10:00,2015-06-02 13:14:00,59,4988
2545,KY8757,13015,10662,2015-06-01 20:29:00,2015-06-02 01:31:00,59,4985
2546,KY8869,11316,13148,2015-06-01 07:37:00,2015-06-01 17:00:00,59,4985
2547,KY8926,6244,9525,2015-06-01 09:07:00,2015-06-01 17:25:00,59,4986
2548,KY9034,11668,1241,2015-06-01 01:38:00,2015-06-01 02:28:00,59,4987
2549,KY9318,855,10131,2015-06-01 10:45:00,2015-06-01 21:00:00,59,4990
2550,KY9414,198,9942,2015-06-01 07:25:00,2015-06-01 20:53:00,59,4989
2551,KY9495,9729,4870,2015-06-01 21:54:00,2015-06-02 14:09:00,59,4985
2552,KY9884,12510,9357,2015-06-01 14:12:00,2015-06-02 00:57:00,59,4988
2553,LA1021,8037,3033,2015-06-01 11:25:00,2015-06-02 06:46:00,60,2173
2554,LA1134,5917,4107,2015-06-01 08:00:00,2015-06-01 12:16:00,60,2165
2555,LA1201,7853,1702,2015-06-01 14:56:00,2015-06-02 07:10:00,60,2173
2556,LA1237,210,2188,2015-06-01 04:02:00,2015-06-01 06:18:00,60,2162
2557,LA1436,2314,7868,2015-06-01 00:38:00,2015-06-01 12:08:00,60,2167
2558,LA1673,12825,1299,2015-06-01 04:08:00,2015-06-01 18:05:00,60,2167
2559,LA2195,13494,3065,2015-06-01 12:04:00,2015-06-02 05:04:00,60,2171
2560,LA2287,2227,3437,2015-06-01 21:12:00,2015-06-02 01:26:00,60,2162
2561,LA2331,123,3730,2015-06-01 04:24:00,2015-06-01 05:33:00,60,2162
2562,LA2592,7360,7261,2015-06-01 18:49:00,2015-06-02 07:27:00,60,2158
2563,LA2844,6381,6727,2015-06-01 00:18:00,2015-06-01 05:28:00,60,2156
2564,LA3254,11613,8847,2015-06-01 11:44:00,2015-06-02 07:27:00,60,2159
2565,LA3474,11509,4550,2015-06-01 20:34:00,2015-06-02 09:52:00,60,2171
2566,LA3752,4973,11154,2015-06-01 04:02:00,2015-06-01 12:28:00,60,2155
2567,LA3908,4392,3962,2015-06-01 17:08:00,2015-06-01 20:38:00,60,2171
2568,LA4451,6993,1300,2015-06-01 12:17:00,2015-06-02 03:20:00,60,2155
2569,LA4476,9162,12632,2015-06-01 03:49:00,2015-06-01 12:10:00,60,2169
2570,LA4834,3135,7385,2015-06-01 01:45:00,2015-06-01 12:16:00,60,2172
2571,LA4891,6933,1151,2015-06-01 13:12:00,2015-06-02 05:38:00,60,2173
2572,LA5460,9759,8731,2015-06-01 23:27:00,2015-06-02 11:49:00,60,2170
2573,LA5686,4190,2123,2015-06-01 12:38:00,2015-06-01 23:12:00,60,2172
2574,LA5864,1096,10602,2015-06-01 00:38:00,2015-06-01 17:57:00,60,2155
2575,LA6254,5589,5948,2015-06-01 15:45:00,2015-06-02 03:15:00,60,2154
2576,LA6327,5032,1816,2015-06-01 18:04:00,2015-06-01 23:33:00,60,2160
2577,LA6379,11644,9448,2015-06-01 15:34:00,2015-06-02 02:33:00,60,2171
2578,LA6459,9509,3016,2015-06-01 15:08:00,2015-06-02 09:03:00,60,2172
2579,LA6868,5732,6343,2015-06-01 06:18:00,2015-06-02 03:42:00,60,2155
2580,LA6899,9023,6977,2015-06-01 23:46:00,2015-06-02 21:06:00,60,2173
2581,LA7059,4231,7992,2015-06-01 14:21:00,2015-06-01 18:17:00,60,2167
2582,LA7089,7706,11796,2015-06-01 16:29:00,2015-06-02 07:48:00,60,2169
2583,LA7187,4138,2378,2015-06-01 22:07:00,2015-06-01 22:29:00,60,2155
2584,LA7282,6620,3730,2015-06-01 12:12:00,2015-06-01 22:29:00,60,2159
2585,LA7293,1178,11851,2015-06-01 05:11:00,2015-06-01 18:02:00,60,2166
2586,LA7422,12016,1382,2015-06-01 03:09:00,2015-06-01 08:43:00,60,2171
2587,LA7423,990,6936,2015-06-01 15:12:00,2015-06-02 05:04:00,60,2159
2588,LA7451,7885,7459,2015-06-01 19:19:00,2015-06-02 01:07:00,60,2156
2589,LA7528,2314,2160,2015-06-01 15:59:00,2015-06-02 07:03:00,60,2154
2590,LA7569,7376,12318,2015-06-01 06:34:00,2015-06-01 14:59:00,60,2159
2591,LA7758,10170,1819,2015-06-01 22:41:00,2015-06-02 07:21:00,60,2167
2592,LA8511,8724,7490,2015-06-01 11:57:00,2015-06-02 05:22:00,60,2162
2593,LA8626,12223,3350,2015-06-01 22:13:00,2015-06-01 23:59:00,60,2168
2594,LA8774,4738,315,2015-06-01 14:42:00,2015-06-01 22:03:00,60,2172
2595,LA8822,9687,12976,2015-06-01 02:53:00,2015-06-01 08:31:00,60,2167
2596,LA9078,8489,2187,2015-06-01 15:54:00,2015-06-01 19:36:00,60,2173
2597,LA9105,3652,9784,2015-06-01 21:15:00,2015-06-02 07:26:00,60,2160
2598,LA9150,8981,3178,2015-06-01 00:32:00,2015-06-01 17:22:00,60,2155
2599,LA9424,8498,12503,2015-06-01 21:46:00,2015-06-02 13:16:00,60,2171
2600,LA9596,4697,672,2015-06-01 07:04:00,2015-06-01 11:38:00,60,2162
2601,LE1090,7926,4109,2015-06-01 18:19:00,2015-06-01 22:07:00,61,2802
2602,LE1157,7363,7342,2015-06-01 17:09:00,2015-06-02 01:46:00,61,2816
2603,LE1327,2513,3264,2015-06-01 06:31:00,2015-06-01 07:35:00,61,2816
2604,LE1528,2036,9615,2015-06-01 08:08:00,2015-06-02 04:29:00,61,2839
2605,LE1673,8833,10981,2015-06-01 08:10:00,2015-06-01 20:39:00,61,2785
2606,LE1737,8410,13583,2015-06-01 10:12:00,2015-06-01 19:41:00,61,2841
2607,LE1758,965,10778,2015-06-01 18:28:00,2015-06-02 03:34:00,61,2837
2608,LE1762,217,12433,2015-06-01 11:06:00,2015-06-01 23:26:00,61,2810
2609,LE1789,7910,3796,2015-06-01 02:45:00,2015-06-01 05:28:00,61,2783
2610,LE2866,9392,8178,2015-06-01 09:01:00,2015-06-01 18:48:00,61,2793
2611,LE3404,8276,10522,2015-06-01 06:16:00,2015-06-01 14:46:00,61,2791
2612,LE3854,10297,12215,2015-06-01 20:52:00,2015-06-02 13:10:00,61,2823
2613,LE3891,38,659,2015-06-01 04:05:00,2015-06-01 19:08:00,61,2787
2614,LE4853,1153,10001,2015-06-01 09:09:00,2015-06-01 14:51:00,61,2796
2615,LE5203,13369,13218,2015-06-01 18:17:00,2015-06-01 21:03:00,61,2828
2616,LE6081,8022,630,2015-06-01 12:23:00,2015-06-01 16:24:00,61,2832
2617,LE6147,8141,11786,2015-06-01 23:58:00,2015-06-02 01:48:00,61,2836
2618,LE6172,10952,10018,2015-06-01 23:22:00,2015-06-02 11:28:00,61,2838
2619,LE6331,5851,5710,2015-06-01 02:44:00,2015-06-01 08:58:00,61,2842
2620,LE6482,485,8004,2015-06-01 12:22:00,2015-06-01 21:56:00,61,2794
2621,LE6676,8683,11674,2015-06-01 01:07:00,2015-06-01 14:12:00,61,2811
2622,LE7055,3632,3133,2015-06-01 07:37:00,2015-06-02 02:14:00,61,2811
2623,LE7729,10280,10684,2015-06-01 22:39:00,2015-06-02 02:56:00,61,2793
2624,LE8435,2421,6918,2015-06-01 18:15:00,2015-06-02 13:46:00,61,2829
2625,LE8944,4410,9654,2015-06-01 04:22:00,2015-06-01 06:30:00,61,2818
2626,LE9154,7968,10317,2015-06-01 09:17:00,2015-06-01 14:04:00,61,2812
2627,LE9303,410,11282,2015-06-01 09:22:00,2015-06-02 06:24:00,61,2817
2628,LE9565,12246,989,2015-06-01 22:53:00,2015-06-02 10:22:00,61,2831
2629,LI1378,3644,3607,2015-06-01 08:26:00,2015-06-01 14:16:00,62,3279
2630,LI1541,12836,1298,2015-06-01 12:08:00,2015-06-01 14:33:00,62,3232
2631,LI1656,11448,304,2015-06-01 21:38:00,2015-06-02 11:24:00,62,3229
2632,LI1695,10288,2955,2015-06-01 05:28:00,2015-06-01 19:11:00,62,3237
2633,LI2355,2826,6160,2015-06-01 04:58:00,2015-06-01 16:03:00,62,3249
2634,LI2386,8315,2057,2015-06-01 08:09:00,2015-06-01 17:32:00,62,3278
2635,LI2388,7324,2791,2015-06-01 15:17:00,2015-06-01 21:53:00,62,3223
2636,LI2753,6447,13459,2015-06-01 18:25:00,2015-06-02 05:33:00,62,3223
2637,LI3292,7908,5807,2015-06-01 04:37:00,2015-06-01 13:12:00,62,3239
2638,LI3743,3791,5659,2015-06-01 14:29:00,2015-06-01 19:56:00,62,3254
2639,LI4087,9629,9613,2015-06-01 22:07:00,2015-06-02 11:48:00,62,3246
2640,LI4130,10551,7670,2015-06-01 12:44:00,2015-06-02 00:14:00,62,3243
2641,LI4352,7521,5829,2015-06-01 10:20:00,2015-06-02 00:17:00,62,3272
2642,LI4454,1243,612,2015-06-01 00:15:00,2015-06-01 11:50:00,62,3254
2643,LI4714,8952,5044,2015-06-01 05:05:00,2015-06-01 11:54:00,62,3263
2644,LI4736,11556,6541,2015-06-01 12:41:00,2015-06-01 19:21:00,62,3224
2645,LI4816,369,10665,2015-06-01 23:30:00,2015-06-02 15:27:00,62,3233
2646,LI4843,10863,8549,2015-06-01 23:55:00,2015-06-02 21:37:00,62,3221
2647,LI5050,1289,3158,2015-06-01 21:22:00,2015-06-02 00:01:00,62,3255
2648,LI5086,10919,5788,2015-06-01 14:03:00,2015-06-02 06:20:00,62,3229
2649,LI5145,8044,3616,2015-06-01 16:34:00,2015-06-02 00:40:00,62,3243
2650,LI5702,11813,9280,2015-06-01 02:47:00,2015-06-01 13:25:00,62,3240
2651,LI5734,3647,10443,2015-06-01 03:36:00,2015-06-01 05:50:00,62,3260
2652,LI6782,10592,4370,2015-06-01 16:15:00,2015-06-01 19:29:00,62,3271
2653,LI7287,11936,3416,2015-06-01 10:11:00,2015-06-02 04:12:00,62,3228
2654,LI7294,10256,5867,2015-06-01 15:31:00,2015-06-02 09:13:00,62,3235
2655,LI7697,2253,3662,2015-06-01 02:32:00,2015-06-01 11:40:00,62,3230
2656,LI7987,253,12123,2015-06-01 17:28:00,2015-06-02 12:39:00,62,3277
2657,LI8154,3501,1944,2015-06-01 14:48:00,2015-06-02 02:09:00,62,3269
2658,LI8275,1921,6461,2015-06-01 05:06:00,2015-06-01 20:09:00,62,3236
2659,LI8549,9358,4168,2015-06-01 18:57:00,2015-06-02 01:49:00,62,3257
2660,LI8589,7241,10086,2015-06-01 09:05:00,2015-06-02 02:38:00,62,3278
2661,LI8618,5577,2932,2015-06-01 18:00:00,2015-06-01 23:30:00,62,3225
2662,LI9050,6478,9227,2015-06-01 07:37:00,2015-06-01 10:28:00,62,3238
2663,LI9633,11192,8591,2015-06-01 07:20:00,2015-06-01 21:52:00,62,3228
2664,LI9729,6036,10233,2015-06-01 09:06:00,2015-06-01 16:57:00,62,3270
2665,LI9811,3575,10065,2015-06-01 21:25:00,2015-06-02 16:20:00,62,3228
2666,LI9821,4280,8328,2015-06-01 20:04:00,2015-06-02 13:23:00,62,3267
2667,LU1034,9154,2539,2015-06-01 08:02:00,2015-06-01 09:08:00,63,4864
2668,LU1276,9698,12647,2015-06-01 14:27:00,2015-06-02 02:29:00,63,4888
2669,LU1400,11590,1232,2015-06-01 20:29:00,2015-06-02 14:26:00,63,4851
2670,LU1430,1918,5272,2015-06-01 22:13:00,2015-06-02 09:28:00,63,4874
2671,LU1492,9487,11592,2015-06-01 15:34:00,2015-06-01 19:16:00,63,4865
2672,LU1499,2662,5204,2015-06-01 18:32:00,2015-06-02 02:54:00,63,4881
2673,LU1550,10564,6002,2015-06-01 22:50:00,2015-06-02 01:24:00,63,4869
2674,LU1864,9118,387,2015-06-01 14:47:00,2015-06-02 07:58:00,63,4846
2675,LU2021,5357,11441,2015-06-01 11:07:00,2015-06-02 05:42:00,63,4874
2676,LU2246,11138,7126,2015-06-01 04:14:00,2015-06-01 04:58:00,63,4875
2677,LU2366,5361,10441,2015-06-01 23:19:00,2015-06-02 15:20:00,63,4837
2678,LU2517,45,12017,2015-06-01 15:05:00,2015-06-02 00:30:00,63,4890
2679,LU2598,6985,11229,2015-06-01 17:18:00,2015-06-02 06:22:00,63,4872
2680,LU2777,4315,10969,2015-06-01 22:15:00,2015-06-02 18:34:00,63,4890
2681,LU3338,13231,2246,2015-06-01 20:18:00,2015-06-02 11:42:00,63,4874
2682,LU3670,599,6519,2015-06-01 14:35:00,2015-06-02 02:16:00,63,4837
2683,LU3911,7125,11730,2015-06-01 21:00:00,2015-06-02 14:27:00,63,4895
2684,LU4066,429,1822,2015-06-01 04:07:00,2015-06-01 13:04:00,63,4830
2685,LU4074,1424,6136,2015-06-01 01:34:00,2015-06-01 03:14:00,63,4878
2686,LU4365,13082,10141,2015-06-01 05:03:00,2015-06-01 18:20:00,63,4862
2687,LU4588,483,11788,2015-06-01 09:07:00,2015-06-01 23:16:00,63,4851
2688,LU5197,8794,2688,2015-06-01 14:15:00,2015-06-02 10:08:00,63,4829
2689,LU5223,11230,2172,2015-06-01 20:11:00,2015-06-02 15:51:00,63,4819
2690,LU5263,7149,9347,2015-06-01 01:38:00,2015-06-01 13:56:00,63,4839
2691,LU5323,5109,12722,2015-06-01 00:53:00,2015-06-01 05:24:00,63,4887
2692,LU5463,12981,11312,2015-06-01 17:31:00,2015-06-02 11:01:00,63,4816
2693,LU5554,10858,8249,2015-06-01 20:57:00,2015-06-02 15:08:00,63,4867
2694,LU5617,10147,13150,2015-06-01 10:17:00,2015-06-01 11:44:00,63,4839
2695,LU5657,13070,4859,2015-06-01 09:58:00,2015-06-01 11:39:00,63,4848
2696,LU5696,4227,505,2015-06-01 08:12:00,2015-06-01 16:19:00,63,4867
2697,LU5703,8859,5575,2015-06-01 23:23:00,2015-06-02 16:47:00,63,4832
2698,LU6110,12647,7771,2015-06-01 04:05:00,2015-06-01 19:43:00,63,4845
2699,LU6260,4288,1853,2015-06-01 15:23:00,2015-06-01 20:38:00,63,4879
2700,LU6719,1243,7269,2015-06-01 09:34:00,2015-06-01 19:41:00,63,4862
2701,LU6767,7479,13409,2015-06-01 17:24:00,2015-06-02 12:39:00,63,4853
2702,LU6896,1949,6758,2015-06-01 05:35:00,2015-06-01 13:12:00,63,4844
2703,LU6921,4725,9838,2015-06-01 19:51:00,2015-06-01 21:18:00,63,4827
2704,LU7406,427,3309,2015-06-01 18:54:00,2015-06-02 00:58:00,63,4856
2705,LU7457,13082,6225,2015-06-01 16:46:00,2015-06-02 08:12:00,63,4872
2706,LU7823,4567,13566,2015-06-01 10:11:00,2015-06-01 21:14:00,63,4834
2707,LU7839,12573,3222,2015-06-01 21:14:00,2015-06-02 07:32:00,63,4832
2708,LU7920,11736,1742,2015-06-01 16:00:00,2015-06-02 04:36:00,63,4847
2709,LU8029,3947,9580,2015-06-01 14:43:00,2015-06-02 04:30:00,63,4884
2710,LU8057,11910,6413,2015-06-01 08:02:00,2015-06-01 20:33:00,63,4815
2711,LU8109,8219,7800,2015-06-01 21:08:00,2015-06-02 12:31:00,63,4828
2712,LU8172,11906,10084,2015-06-01 10:37:00,2015-06-02 08:01:00,63,4831
2713,LU8418,5883,10521,2015-06-01 06:21:00,2015-06-01 15:45:00,63,4825
2714,LU8485,12103,53,2015-06-01 05:28:00,2015-06-01 13:03:00,63,4857
2715,LU8593,10904,2867,2015-06-01 17:31:00,2015-06-01 19:09:00,63,4840
2716,LU8645,2603,3788,2015-06-01 03:22:00,2015-06-01 16:49:00,63,4846
2717,LU8766,8210,5024,2015-06-01 13:35:00,2015-06-01 14:11:00,63,4869
2718,LU8903,3660,11037,2015-06-01 10:00:00,2015-06-02 00:51:00,63,4892
2719,LU8984,6202,7410,2015-06-01 22:22:00,2015-06-02 18:49:00,63,4868
2720,LU9174,3647,5476,2015-06-01 20:48:00,2015-06-02 08:37:00,63,4892
2721,LU9302,302,3979,2015-06-01 01:32:00,2015-06-01 13:10:00,63,4848
2722,LU9907,3289,5333,2015-06-01 09:46:00,2015-06-01 13:18:00,63,4894
2723,MA1427,4057,5073,2015-06-01 17:10:00,2015-06-01 20:01:00,64,4952
2724,MA1475,5394,8274,2015-06-01 22:10:00,2015-06-02 14:44:00,64,4983
2725,MA1476,11312,8836,2015-06-01 22:12:00,2015-06-02 17:26:00,64,4902
2726,MA1493,6656,13488,2015-06-01 14:12:00,2015-06-01 22:05:00,64,4899
2727,MA1496,6706,6332,2015-06-01 06:53:00,2015-06-01 12:29:00,64,4966
2728,MA1687,11922,12568,2015-06-01 11:34:00,2015-06-01 22:06:00,64,4929
2729,MA1695,11302,594,2015-06-01 23:54:00,2015-06-02 09:00:00,64,4974
2730,MA1771,9480,12612,2015-06-01 06:19:00,2015-06-01 18:20:00,64,4957
2731,MA1792,12189,1371,2015-06-01 12:13:00,2015-06-02 01:10:00,64,4902
2732,MA1833,13530,10938,2015-06-01 13:25:00,2015-06-01 20:53:00,64,4943
2733,MA1915,9434,9037,2015-06-01 17:26:00,2015-06-01 19:58:00,64,4939
2734,MA1951,13044,2624,2015-06-01 11:33:00,2015-06-01 16:56:00,64,4926
2735,MA2304,12783,13428,2015-06-01 01:47:00,2015-06-01 13:58:00,64,4969
2736,MA2319,11956,8440,2015-06-01 12:18:00,2015-06-01 14:36:00,64,4959
2737,MA2613,12775,1754,2015-06-01 23:33:00,2015-06-02 09:24:00,64,4947
2738,MA3572,2184,12228,2015-06-01 18:28:00,2015-06-02 10:18:00,64,4948
2739,MA3820,12609,5423,2015-06-01 12:30:00,2015-06-02 01:46:00,64,4956
2740,MA3967,1464,9745,2015-06-01 07:17:00,2015-06-01 14:49:00,64,4896
2741,MA4053,3322,8825,2015-06-01 00:15:00,2015-06-01 10:46:00,64,4979
2742,MA4686,4977,8387,2015-06-01 10:33:00,2015-06-02 00:21:00,64,4962
2743,MA4810,11470,6927,2015-06-01 02:25:00,2015-06-01 19:10:00,64,4954
2744,MA4978,8047,11277,2015-06-01 13:27:00,2015-06-02 00:12:00,64,4916
2745,MA5214,8241,12266,2015-06-01 22:05:00,2015-06-02 02:44:00,64,4936
2746,MA6065,6325,3381,2015-06-01 19:50:00,2015-06-01 22:06:00,64,4896
2747,MA6091,506,10843,2015-06-01 02:51:00,2015-06-01 15:39:00,64,4902
2748,MA6349,4803,12153,2015-06-01 13:50:00,2015-06-01 14:28:00,64,4979
2749,MA6517,118,4076,2015-06-01 12:03:00,2015-06-01 20:45:00,64,4961
2750,MA6630,4371,151,2015-06-01 02:06:00,2015-06-01 17:00:00,64,4949
2751,MA7291,4205,1668,2015-06-01 18:36:00,2015-06-02 07:40:00,64,4928
2752,MA7491,4336,9401,2015-06-01 03:06:00,2015-06-01 14:22:00,64,4905
2753,MA7528,2479,2838,2015-06-01 18:17:00,2015-06-02 06:51:00,64,4929
2754,MA7784,2814,7437,2015-06-01 08:14:00,2015-06-01 13:22:00,64,4980
2755,MA8411,4083,6751,2015-06-01 13:07:00,2015-06-01 21:59:00,64,4953
2756,MA8453,8892,10130,2015-06-01 08:20:00,2015-06-01 20:06:00,64,4919
2757,MA9626,5061,5586,2015-06-01 12:52:00,2015-06-01 19:42:00,64,4899
2758,MA9671,8812,9522,2015-06-01 13:35:00,2015-06-01 16:33:00,64,4937
2759,MA9826,9832,1943,2015-06-01 21:23:00,2015-06-02 10:50:00,64,4922
2760,ME1118,567,11087,2015-06-01 16:26:00,2015-06-02 01:12:00,65,5084
2761,ME1187,4582,6522,2015-06-01 02:38:00,2015-06-01 20:42:00,65,5067
2762,ME1202,1572,10558,2015-06-01 00:14:00,2015-06-01 10:16:00,65,5070
2763,ME1237,11718,9513,2015-06-01 04:21:00,2015-06-01 09:17:00,65,5065
2764,ME1390,1634,942,2015-06-01 05:21:00,2015-06-01 10:16:00,65,5088
2765,ME1400,1875,2327,2015-06-01 13:07:00,2015-06-02 05:51:00,65,5072
2766,ME1415,9957,6638,2015-06-01 16:39:00,2015-06-02 10:59:00,65,5082
2767,ME1443,6248,7054,2015-06-01 01:51:00,2015-06-01 05:06:00,65,5075
2768,ME1468,912,3067,2015-06-01 09:33:00,2015-06-01 18:50:00,65,5091
2769,ME1604,726,11266,2015-06-01 08:31:00,2015-06-01 11:21:00,65,5089
2770,ME1815,5561,10612,2015-06-01 21:42:00,2015-06-02 12:13:00,65,5072
2771,ME1851,12751,10079,2015-06-01 23:17:00,2015-06-02 09:32:00,65,5070
2772,ME1880,6507,11282,2015-06-01 12:34:00,2015-06-01 21:26:00,65,5081
2773,ME2151,9639,9603,2015-06-01 22:43:00,2015-06-02 01:58:00,65,5083
2774,ME2711,4112,12431,2015-06-01 07:42:00,2015-06-02 02:05:00,65,5085
2775,ME2917,4694,13051,2015-06-01 09:14:00,2015-06-02 04:42:00,65,5081
2776,ME3104,6744,1488,2015-06-01 22:38:00,2015-06-01 23:45:00,65,5081
2777,ME3137,7512,9406,2015-06-01 18:04:00,2015-06-01 19:52:00,65,5084
2778,ME3207,8177,3017,2015-06-01 14:06:00,2015-06-01 22:12:00,65,5060
2779,ME3232,10906,11685,2015-06-01 00:29:00,2015-06-01 08:46:00,65,5074
2780,ME3589,8154,94,2015-06-01 04:07:00,2015-06-01 15:58:00,65,5082
2781,ME3603,5032,1896,2015-06-01 20:13:00,2015-06-02 09:28:00,65,5084
2782,ME3707,7021,11041,2015-06-01 20:29:00,2015-06-02 10:46:00,65,5068
2783,ME3869,3911,12426,2015-06-01 18:39:00,2015-06-02 02:58:00,65,5061
2784,ME3943,11151,6929,2015-06-01 17:31:00,2015-06-02 12:48:00,65,5060
2785,ME4809,3674,5936,2015-06-01 12:14:00,2015-06-02 02:24:00,65,5091
2786,ME5132,3782,9704,2015-06-01 23:05:00,2015-06-02 12:24:00,65,5062
2787,ME5680,12786,9802,2015-06-01 08:13:00,2015-06-01 19:48:00,65,5092
2788,ME5698,4177,3268,2015-06-01 01:04:00,2015-06-01 12:43:00,65,5071
2789,ME6237,9208,3981,2015-06-01 18:31:00,2015-06-02 01:20:00,65,5073
2790,ME6942,10363,6079,2015-06-01 05:39:00,2015-06-01 08:46:00,65,5071
2791,ME7126,3788,4212,2015-06-01 09:28:00,2015-06-01 09:54:00,65,5074
2792,ME7270,3727,10310,2015-06-01 00:36:00,2015-06-01 13:07:00,65,5062
2793,ME7437,6653,412,2015-06-01 01:42:00,2015-06-01 16:12:00,65,5077
2794,ME7797,10514,6054,2015-06-01 21:21:00,2015-06-02 04:54:00,65,5073
2795,ME8101,7837,9129,2015-06-01 23:17:00,2015-06-02 07:21:00,65,5085
2796,ME8263,4802,1808,2015-06-01 15:01:00,2015-06-02 10:04:00,65,5085
2797,ME8362,7479,12240,2015-06-01 19:59:00,2015-06-02 07:44:00,65,5082
2798,ME8484,4473,6284,2015-06-01 04:21:00,2015-06-01 22:08:00,65,5074
2799,ME8894,8006,6918,2015-06-01 07:14:00,2015-06-02 01:09:00,65,5073
2800,ME8911,396,11282,2015-06-01 02:46:00,2015-06-01 20:56:00,65,5086
2801,ME8917,4514,10824,2015-06-01 12:09:00,2015-06-01 23:01:00,65,5073
2802,ME8946,9147,6781,2015-06-01 11:01:00,2015-06-02 03:17:00,65,5067
