flightno,from,to,departure,arrival,airline_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday
IN6077,8826,8970,02:29:00,12:49:00,46,0,1,1,0,1,1,1
IN6123,10611,7962,16:15:00,17:12:00,46,1,1,0,1,0,0,0
IN6239,11056,6766,17:23:00,08:15:00,46,0,0,1,1,0,0,1
IN6302,9655,1610,01:52:00,03:02:00,46,0,0,1,1,0,0,1
IN6327,5469,12817,01:49:00,06:13:00,46,1,0,1,1,1,1,1
IN6559,7503,8564,12:38:00,23:05:00,46,0,0,1,0,0,0,1
IN6574,1778,2441,06:19:00,13:20:00,46,1,1,1,1,0,1,0
IN6671,5784,8655,14:07:00,23:23:00,46,0,1,1,0,0,0,1
IN6692,12157,1284,12:11:00,01:00:00,46,0,0,1,1,1,0,0
IN6768,341,1936,21:20:00,11:01:00,46,0,0,1,0,1,0,1
IN6795,3119,12718,19:04:00,05:51:00,46,0,0,1,1,0,1,1
IN7211,10591,9650,07:31:00,16:00:00,46,0,0,0,0,1,1,0
IN7324,3248,3678,16:43:00,00:53:00,46,1,1,1,0,0,0,0
IN7349,680,2126,02:31:00,14:26:00,46,1,0,1,0,1,1,0
IN7482,8102,6239,07:26:00,01:42:00,46,0,0,0,0,1,1,0
IN7570,6379,4606,20:56:00,06:01:00,46,0,1,0,1,0,1,1
IN7688,12391,6927,08:56:00,10:33:00,46,1,1,1,1,0,1,0
IN7951,464,13356,10:10:00,10:57:00,46,1,0,0,0,0,1,0
IN8152,617,4425,19:06:00,03:38:00,46,1,0,1,1,1,1,0
IN8265,2506,2760,22:17:00,12:57:00,46,0,0,1,1,1,0,0
IN8270,3345,13506,04:02:00,01:57:00,46,1,0,0,0,1,0,1
IN8540,10738,2050,09:53:00,22:01:00,46,1,1,0,1,0,0,1
IN8559,6270,3540,21:50:00,08:59:00,46,1,0,1,1,1,0,1
IN8748,1669,4869,00:20:00,10:17:00,46,1,0,1,1,1,0,0
IN8816,4680,12634,14:01:00,19:09:00,46,1,1,1,0,1,1,0
IN9116,9052,11853,17:34:00,04:25:00,46,0,1,1,1,1,1,1
IN9160,9895,4887,03:12:00,14:35:00,46,1,1,1,1,1,0,1
IN9499,7121,5818,17:24:00,07:44:00,46,1,0,1,0,0,0,1
IN9679,13500,4939,16:54:00,12:23:00,46,1,0,0,1,0,1,1
IN9716,8241,3989,17:46:00,04:12:00,46,1,1,1,1,1,1,1
IN9868,12432,5349,16:49:00,08:32:00,46,1,0,0,1,0,1,0
IN9948,12567,56,19:55:00,07:50:00,46,1,0,0,0,1,0,1
IR1052,10750,1554,03:05:00,17:43:00,47,1,1,1,1,0,1,1
IR1061,11408,7032,19:08:00,05:56:00,47,0,1,0,0,0,1,1
IR1084,12189,5376,04:23:00,15:13:00,47,1,1,0,0,0,1,0
IR1148,12330,12949,22:19:00,11:21:00,47,0,1,0,1,0,0,0
IR1282,8753,7984,01:45:00,12:41:00,47,1,1,0,0,0,0,0
IR1307,8177,1447,11:17:00,17:24:00,47,1,0,1,1,0,0,1
IR1326,10896,10526,20:22:00,00:15:00,47,1,1,0,0,1,0,1
IR1467,7726,5238,08:05:00,21:38:00,47,0,1,0,0,1,0,0
IR1479,12483,2397,18:01:00,06:05:00,47,1,1,1,1,1,0,1
IR1518,1269,9492,18:52:00,07:15:00,47,1,1,0,0,1,1,0
IR1535,1886,5732,16:57:00,18:29:00,47,1,0,0,0,1,1,1
IR1566,12356,5399,23:54:00,14:41:00,47,0,1,0,1,1,1,1
IR1568,11689,264,00:45:00,09:29:00,47,1,1,1,0,0,1,0
IR1736,404,164,15:34:00,16:34:00,47,1,0,1,1,1,1,1
IR1757,7836,10617,03:19:00,17:47:00,47,1,1,0,0,1,1,1
IR1768,12672,6165,18:47:00,05:12:00,47,0,0,1,0,0,0,0
IR1849,1287,10478,17:42:00,13:08:00,47,0,1,0,0,0,1,0
IR1867,11877,13592,15:40:00,07:30:00,47,0,1,0,0,0,1,0
IR1924,8216,13088,10:41:00,12:55:00,47,1,0,0,1,1,0,1
IR2024,12029,5555,23:00:00,10:46:00,47,0,0,0,1,1,1,1
IR2038,8592,1095,11:15:00,12:33:00,47,1,0,1,0,0,0,0
IR2046,11309,730,00:50:00,15:38:00,47,0,1,1,1,0,0,0
IR2203,9923,3820,19:05:00,08:58:00,47,1,0,0,0,1,0,0
IR2267,2053,1112,07:26:00,02:19:00,47,1,0,0,1,0,1,1
IR2326,4644,9027,12:46:00,06:50:00,47,0,0,0,0,1,0,0
IR2446,94,12226,10:06:00,22:58:00,47,1,1,1,1,0,1,1
IR2627,12114,8753,14:38:00,00:15:00,47,1,0,0,0,0,1,0
IR2703,8183,7519,10:04:00,18:20:00,47,0,1,0,0,0,0,0
IR2713,745,367,12:38:00,10:23:00,47,1,0,0,1,0,0,0
IR2842,13006,12210,05:12:00,08:41:00,47,0,1,0,0,1,0,1
IR2890,12425,3519,01:47:00,17:44:00,47,0,1,0,1,1,1,0
IR3201,7524,12367,15:05:00,02:15:00,47,1,0,0,0,1,1,1
IR3205,11479,10768,16:26:00,01:53:00,47,1,0,1,1,0,0,0
IR3317,1358,10517,11:57:00,19:16:00,47,1,1,1,1,1,1,1
IR3435,4271,8468,16:24:00,10:15:00,47,0,1,1,0,0,0,1
IR3606,8264,10065,02:12:00,17:42:00,47,1,0,1,1,1,1,1
IR3767,2106,4675,06:30:00,20:40:00,47,0,0,1,0,0,1,1
IR4066,8749,9473,03:34:00,04:06:00,47,0,0,0,1,1,0,1
IR4266,1561,8684,16:00:00,21:15:00,47,1,1,1,0,1,1,1
IR4351,5825,6872,19:14:00,02:04:00,47,0,0,0,0,0,1,0
IR4588,10943,7358,15:08:00,05:15:00,47,1,1,0,0,1,1,1
IR4705,5585,2993,14:23:00,04:32:00,47,1,1,1,1,1,1,0
IR4784,12862,2579,07:28:00,02:14:00,47,0,0,1,1,1,0,0
IR4924,4036,6425,01:44:00,17:28:00,47,0,0,0,1,1,1,1
IR5117,5876,980,00:36:00,11:17:00,47,0,1,1,1,0,1,1
IR5128,6320,4808,05:37:00,23:03:00,47,0,0,0,1,0,0,0
IR5392,13151,12866,02:56:00,06:12:00,47,0,0,1,0,1,0,1
IR5448,4747,11518,19:54:00,21:58:00,47,0,1,1,0,0,0,1
IR5553,12459,879,19:05:00,08:27:00,47,1,1,0,0,0,0,1
IR5958,2051,3507,23:06:00,00:53:00,47,0,1,0,0,1,1,1
IR6101,3662,1448,15:21:00,22:46:00,47,1,1,1,1,1,1,0
IR6107,64,5629,21:24:00,04:05:00,47,0,1,0,0,0,1,1
IR6119,4102,10669,00:18:00,12:00:00,47,1,0,1,1,1,0,1
IR6200,12391,7549,14:04:00,02:51:00,47,0,1,1,1,1,1,1
IR6276,5920,3358,14:00:00,18:34:00,47,0,0,0,1,1,0,0
IR6331,5384,7254,06:41:00,03:31:00,47,0,1,0,0,0,0,0
IR6440,8142,6129,11:26:00,23:31:00,47,0,1,0,0,1,1,1
IR6516,12844,237,06:13:00,15:43:00,47,1,0,0,1,1,1,1
IR6589,8215,5800,06:02:00,01:48:00,47,0,0,0,1,0,1,0
IR6704,4437,11289,06:24:00,21:09:00,47,0,0,0,0,1,0,1
IR6757,5491,8899,23:31:00,18:48:00,47,1,0,0,1,1,0,0
IR6807,314,6107,14:19:00,09:31:00,47,0,0,1,0,1,0,1
IR6851,11879,149,04:48:00,23:28:00,47,1,1,1,1,0,0,0
IR6874,7704,4704,02:09:00,13:38:00,47,0,0,0,1,0,0,0
IR6960,12722,10435,12:19:00,01:12:00,47,1,1,1,1,0,1,1
IR6984,5373,5095,11:59:00,13:55:00,47,1,1,1,1,0,1,1
IR7323,12833,13085,20:57:00,08:06:00,47,0,0,1,0,0,0,1
IR7451,1303,3796,15:26:00,00:48:00,47,0,1,0,0,0,1,1
IR7470,2322,7363,23:02:00,19:56:00,47,0,1,1,1,1,0,0
IR7597,717,4399,02:03:00,06:26:00,47,0,0,1,1,0,1,0
IR7686,11569,10478,08:38:00,18:28:00,47,0,1,0,0,1,1,1
IR7702,6927,1698,23:24:00,16:17:00,47,0,0,0,1,1,1,0
IR7789,12085,12857,04:37:00,22:01:00,47,1,1,0,0,0,0,0
IR7835,3001,9652,00:40:00,02:37:00,47,0,1,1,0,1,1,1
IR7991,9890,506,18:19:00,20:16:00,47,1,0,0,0,1,1,1
IR8079,4892,10613,23:09:00,23:59:00,47,0,0,0,1,1,1,0
IR8130,8346,7702,23:55:00,15:50:00,47,1,0,1,1,0,0,1
IR8147,6050,3030,02:48:00,03:13:00,47,1,0,0,0,1,1,1
IR8185,6181,1181,20:35:00,03:22:00,47,1,0,1,0,0,1,1
IR8192,5398,1213,01:38:00,15:28:00,47,0,0,1,0,0,0,1
IR8270,9574,10309,22:35:00,00:47:00,47,1,1,1,0,1,1,0
IR8748,11010,8445,23:03:00,15:21:00,47,1,0,0,0,0,1,0
IR8841,9911,5574,06:18:00,15:23:00,47,0,0,0,1,0,0,1
IR8882,7725,9800,22:51:00,07:34:00,47,0,1,0,0,0,1,1
IR9019,4841,12361,12:58:00,04:44:00,47,0,0,0,0,1,1,0
IR9185,3981,12185,18:31:00,08:58:00,47,1,0,1,0,1,1,1
IR9205,1369,10495,16:35:00,03:46:00,47,1,0,1,0,0,0,1
IR9452,9321,6226,21:33:00,04:00:00,47,1,0,1,0,1,1,1
IR9671,11597,11454,20:56:00,13:36:00,47,1,1,0,1,1,1,1
IR9758,4850,4838,21:09:00,17:13:00,47,1,1,0,0,0,1,1
IR9940,3911,10223,19:02:00,04:06:00,47,0,1,0,1,0,1,0
IS1068,2246,839,17:35:00,18:05:00,48,0,0,1,1,0,1,0
IS1155,6462,9787,02:09:00,10:01:00,48,1,0,1,1,1,1,0
IS1172,1427,8046,01:57:00,18:19:00,48,0,1,0,0,1,0,0
IS1194,1519,12676,07:20:00,10:41:00,48,1,0,0,0,0,0,0
IS1220,13093,12730,18:19:00,08:50:00,48,1,1,1,1,0,0,1
IS1244,1330,11106,07:32:00,20:55:00,48,0,1,0,1,1,1,1
IS1320,6540,5541,00:24:00,04:37:00,48,0,1,1,0,0,0,0
IS1328,5441,9034,06:16:00,12:21:00,48,0,1,0,1,1,1,1
IS1384,11987,3249,00:44:00,20:33:00,48,0,0,0,0,1,0,1
IS1415,8051,6380,04:03:00,15:19:00,48,0,1,1,1,1,0,1
IS1497,5027,2246,06:38:00,23:03:00,48,0,1,0,0,1,0,0
IS1589,12526,7093,10:21:00,16:24:00,48,1,1,1,1,1,0,1
IS1612,8652,3611,04:36:00,21:23:00,48,0,0,1,0,1,1,1
IS1633,7244,12889,17:15:00,06:24:00,48,1,1,1,1,1,1,0
IS1764,7999,11791,13:56:00,00:37:00,48,0,0,0,0,0,0,1
IS1788,5029,10829,23:11:00,07:19:00,48,0,0,0,1,0,0,0
IS1806,12939,12914,01:54:00,23:15:00,48,1,0,0,1,0,1,0
IS1934,12353,10114,17:42:00,11:30:00,48,0,0,1,1,1,1,0
IS1949,12487,5734,21:19:00,15:07:00,48,0,1,0,0,1,1,0
IS2140,913,7536,05:39:00,22:33:00,48,1,0,1,1,1,0,1
IS2288,10558,6126,09:33:00,20:35:00,48,1,1,1,1,1,1,0
IS2653,5202,1765,02:07:00,12:51:00,48,0,1,0,1,1,0,1
IS2729,9120,943,09:03:00,22:19:00,48,1,0,0,0,0,1,1
IS2846,3880,11967,13:03:00,20:33:00,48,1,0,0,1,1,0,1
IS2972,10478,7618,20:38:00,03:41:00,48,1,1,0,0,1,0,0
IS3012,10272,9915,12:31:00,15:24:00,48,1,0,0,0,1,0,1
IS3078,5502,10088,09:05:00,11:17:00,48,1,0,1,1,1,0,1
IS3093,8975,12779,16:23:00,17:21:00,48,1,0,1,1,1,1,0
IS3098,9217,10305,08:28:00,03:37:00,48,1,0,0,1,0,1,0
IS3154,4313,1331,12:29:00,04:08:00,48,0,1,1,0,0,1,1
IS3220,6369,2644,06:28:00,02:10:00,48,1,0,1,0,1,0,0
IS3355,3473,1125,21:06:00,13:46:00,48,0,1,0,0,1,0,0
IS3368,8290,9719,01:25:00,11:39:00,48,0,0,1,0,0,0,0
IS3437,874,5562,23:16:00,13:23:00,48,1,0,0,1,1,1,0
IS3475,3803,11998,17:37:00,05:10:00,48,1,0,0,1,1,0,1
IS3481,12517,6884,08:18:00,09:35:00,48,0,1,0,1,0,0,0
IS3636,9421,2973,07:09:00,09:01:00,48,1,1,1,1,0,1,1
IS3789,2348,6357,17:47:00,12:30:00,48,0,0,1,0,1,1,1
IS4352,6388,736,16:11:00,07:37:00,48,0,1,0,1,1,0,1
IS4382,13243,6398,19:11:00,21:31:00,48,1,0,0,1,1,0,0
IS4777,712,11255,20:58:00,05:38:00,48,1,0,1,1,1,1,1
IS4895,9874,12630,09:35:00,11:13:00,48,0,1,0,1,0,1,0
IS4923,4714,6954,05:41:00,11:55:00,48,1,0,1,0,1,0,1
IS5034,8545,12507,02:14:00,04:57:00,48,0,0,1,1,0,0,1
IS5250,10178,6718,19:09:00,16:23:00,48,1,0,1,0,1,1,0
IS5320,7810,12061,17:26:00,05:38:00,48,0,1,1,0,0,0,1
IS5348,12234,5971,22:07:00,06:30:00,48,1,0,1,1,0,0,0
IS5384,344,6647,17:48:00,19:23:00,48,1,0,0,0,1,0,1
IS5565,8685,9035,13:40:00,15:28:00,48,0,1,0,0,0,0,1
IS5663,12338,6111,22:35:00,07:46:00,48,1,1,0,0,1,1,1
IS5690,10809,5939,21:15:00,10:24:00,48,1,1,1,1,1,0,0
IS5788,7538,3947,12:28:00,17:44:00,48,1,1,1,1,0,1,0
IS5858,11560,4273,01:04:00,04:25:00,48,0,1,1,0,1,0,1
IS5932,945,10486,04:38:00,07:55:00,48,1,1,1,1,1,0,0
IS6212,2246,5466,12:00:00,04:34:00,48,1,1,1,1,0,1,1
IS6303,4212,2341,00:25:00,16:23:00,48,0,0,1,1,0,1,0
IS6332,12194,2208,19:49:00,00:28:00,48,1,0,1,0,0,0,0
IS6371,8402,5469,00:43:00,15:34:00,48,1,0,0,0,1,0,0
IS6411,5560,10999,11:14:00,03:59:00,48,1,1,1,1,1,0,1
IS6425,12548,11294,12:30:00,03:25:00,48,0,1,0,0,0,1,1
IS6709,824,6333,06:31:00,02:53:00,48,1,0,0,1,0,1,0
IS6717,2673,9442,07:01:00,10:24:00,48,0,1,0,0,1,0,1
IS7078,4002,5129,20:40:00,08:43:00,48,0,1,1,0,0,1,0
IS7115,3137,7643,05:34:00,17:56:00,48,1,1,1,0,0,1,0
IS7199,13390,3439,12:23:00,18:26:00,48,0,1,0,1,0,0,0
IS7355,7088,1356,17:17:00,09:37:00,48,1,1,1,0,0,0,0
IS7434,8858,4515,16:39:00,19:58:00,48,1,1,1,1,0,1,1
IS7512,1547,10431,16:58:00,05:00:00,48,1,1,0,1,0,1,0
IS7559,3584,1819,12:35:00,20:26:00,48,0,0,0,1,1,0,1
IS7810,11292,11905,14:22:00,02:35:00,48,1,1,1,0,1,1,0
IS7822,8956,4450,19:23:00,01:06:00,48,1,1,1,0,1,0,0
IS7989,2296,11596,17:47:00,05:24:00,48,1,0,1,0,1,0,1
IS8000,10758,9180,14:16:00,23:05:00,48,1,1,0,0,0,0,0
IS8018,12427,2644,15:46:00,07:53:00,48,1,0,0,0,0,0,0
IS8046,5308,11395,05:15:00,15:48:00,48,1,1,1,0,0,0,0
IS8196,9070,4380,19:06:00,08:34:00,48,1,0,1,1,1,1,0
IS8235,11254,10210,22:56:00,20:27:00,48,1,1,1,1,1,0,1
IS8364,11392,11916,11:38:00,04:25:00,48,0,0,1,0,1,0,0
IS8412,2603,4531,08:12:00,13:39:00,48,0,0,1,0,0,0,1
IS8472,8698,12870,09:21:00,23:51:00,48,1,1,1,1,0,1,0
IS8588,6300,10822,19:18:00,08:15:00,48,0,0,0,1,1,1,1
IS8592,1371,2164,22:21:00,10:32:00,48,1,1,0,1,0,1,0
IS8600,1850,10883,20:17:00,01:21:00,48,0,1,0,0,0,0,1
IS8737,4700,3767,04:55:00,21:17:00,48,1,1,0,1,1,1,0
IS8837,5321,12446,08:17:00,20:13:00,48,0,1,0,1,1,0,1
IS8972,3062,8747,11:48:00,21:15:00,48,1,1,1,0,1,1,0
IS8991,3312,7908,09:34:00,01:16:00,48,1,1,1,1,1,0,0
IS9169,9630,678,11:18:00,11:51:00,48,1,0,0,1,0,0,0
IS9323,12041,4698,01:13:00,13:56:00,48,0,1,1,0,0,1,0
IS9455,7351,196,06:36:00,02:06:00,48,1,0,0,0,1,0,0
IS9515,5086,10997,23:24:00,03:04:00,48,0,0,1,0,1,0,1
IS9516,4830,144,08:38:00,17:09:00,48,0,1,1,1,0,1,0
IS9555,268,2704,23:54:00,13:40:00,48,0,1,0,0,1,0,1
IS9606,13480,2224,12:41:00,20:38:00,48,1,0,0,1,1,1,1
IS9701,3749,2224,11:24:00,12:21:00,48,1,1,0,0,0,1,0
IS9784,7739,9532,17:36:00,11:23:00,48,0,0,0,1,1,1,1
IT1009,3539,3973,01:05:00,14:43:00,49,1,1,0,0,0,0,1
IT1013,9757,5010,21:25:00,15:55:00,49,0,1,0,0,0,0,1
IT1071,11139,3799,22:42:00,13:33:00,49,0,0,0,1,1,0,0
IT1080,1736,10533,02:06:00,13:42:00,49,1,0,0,1,1,1,0
IT1081,10993,5499,11:16:00,06:21:00,49,1,0,1,1,1,1,1
IT1115,5657,3236,04:02:00,08:08:00,49,1,1,1,0,1,1,1
IT1211,9157,10445,14:42:00,19:54:00,49,0,1,0,0,1,0,1
IT1225,2905,6136,18:34:00,07:04:00,49,0,0,1,1,0,1,1
IT1277,1464,7209,07:49:00,10:05:00,49,0,0,0,1,0,1,0
IT1363,7441,1838,22:52:00,00:25:00,49,1,0,0,0,0,0,1
IT1367,4799,2621,07:22:00,18:03:00,49,1,0,1,0,1,0,1
IT1400,4296,8516,00:38:00,02:57:00,49,1,1,1,1,0,1,1
IT1432,12451,5594,05:03:00,20:51:00,49,0,1,0,0,1,0,0
IT1485,6431,2763,01:19:00,16:41:00,49,0,1,1,0,1,1,0
IT1490,11284,2895,05:25:00,01:16:00,49,0,0,1,0,1,1,0
IT1508,1073,1753,01:13:00,07:36:00,49,0,1,0,1,0,0,1
IT1586,11230,12536,02:07:00,21:55:00,49,0,1,0,0,0,0,0
IT1641,10659,11908,16:29:00,19:43:00,49,0,0,1,0,0,0,1
IT1675,10910,10227,20:36:00,23:44:00,49,1,0,1,0,1,0,0
IT1712,11762,1932,22:03:00,09:50:00,49,1,1,1,1,1,0,1
IT1748,5958,634,14:40:00,22:12:00,49,0,0,1,0,1,1,0
IT1771,1062,9783,02:41:00,14:57:00,49,1,1,1,0,0,1,0
IT1776,5039,5226,11:21:00,22:07:00,49,0,0,1,0,1,1,1
IT1804,9530,1356,08:17:00,14:14:00,49,0,1,0,1,0,1,1
IT1814,2514,13491,09:34:00,22:05:00,49,0,1,1,1,1,1,0
IT1825,1572,8829,08:44:00,09:11:00,49,1,0,1,1,0,0,0
IT1850,7932,1842,02:23:00,11:24:00,49,1,0,0,1,0,1,1
IT1944,5734,7889,17:11:00,22:23:00,49,0,0,1,0,0,1,0
IT1998,11713,5621,10:31:00,21:42:00,49,0,1,1,0,1,1,0
IT2003,5954,8688,23:08:00,08:58:00,49,0,0,1,0,0,0,1
IT2005,12323,7296,05:45:00,14:17:00,49,1,1,0,1,0,1,1
IT2011,5689,11140,08:14:00,19:50:00,49,0,0,0,1,0,0,1
IT2033,2804,9113,08:08:00,15:19:00,49,1,1,0,1,1,0,0
IT2100,8837,1654,22:09:00,07:03:00,49,0,1,0,0,0,1,1
IT2484,9868,4287,23:17:00,11:01:00,49,0,1,1,1,1,0,1
IT2503,8348,25,14:21:00,07:32:00,49,1,1,1,1,0,0,1
IT2532,12890,8931,22:36:00,02:52:00,49,0,0,0,0,1,0,1
IT2558,11005,2889,01:09:00,02:24:00,49,1,0,0,0,1,0,0
IT2626,11697,5904,05:45:00,10:24:00,49,0,1,1,0,1,0,1
IT2875,8333,1521,23:07:00,10:55:00,49,1,0,0,0,1,0,0
IT2936,3857,5977,14:39:00,23:43:00,49,1,0,0,1,1,0,0
IT2991,5691,2413,21:29:00,02:47:00,49,1,1,0,0,1,1,1
IT3041,3611,7530,00:39:00,21:19:00,49,1,1,0,0,0,1,1
IT3042,10751,6994,21:10:00,09:21:00,49,1,1,1,0,0,1,0
IT3154,3805,7847,01:33:00,11:55:00,49,0,0,0,1,1,1,0
IT3161,3206,9923,20:52:00,09:52:00,49,0,1,1,1,0,0,0
IT3384,6568,1610,12:53:00,03:00:00,49,0,0,1,1,0,0,0
IT3389,2826,8635,06:18:00,21:38:00,49,1,0,0,1,0,1,0
IT3475,12714,10081,20:30:00,01:50:00,49,0,0,0,1,1,0,1
IT3745,4196,459,10:14:00,00:40:00,49,0,1,0,0,0,0,0
IT3840,1005,5031,22:36:00,11:35:00,49,1,0,0,1,1,0,1
IT3950,1464,11282,03:30:00,23:35:00,49,0,0,1,1,1,1,0
IT4193,10941,3527,03:04:00,06:29:00,49,0,0,0,0,1,1,1
IT4388,9699,765,23:01:00,16:45:00,49,0,1,0,1,0,1,0
IT4467,13356,1314,02:20:00,12:41:00,49,1,1,1,0,0,1,0
IT4619,7723,2877,10:44:00,01:49:00,49,0,1,0,0,0,1,1
IT4655,12511,5662,20:10:00,02:16:00,49,0,0,0,0,1,1,0
IT5018,9585,1494,20:30:00,10:41:00,49,1,0,1,0,0,1,0
IT5167,10532,9608,04:22:00,07:11:00,49,0,1,1,1,1,1,0
IT5184,7468,10566,15:38:00,07:08:00,49,1,1,0,1,0,0,1
IT5248,8670,12075,12:22:00,05:36:00,49,1,0,1,1,0,1,1
IT5484,546,9827,21:40:00,05:51:00,49,1,0,0,0,1,1,0
IT5500,10897,3211,17:09:00,09:45:00,49,0,1,1,0,1,0,1
IT5774,8177,11228,05:02:00,10:59:00,49,0,0,1,0,0,1,1
IT5899,7458,7859,17:04:00,10:06:00,49,1,1,1,1,0,0,1
IT6090,12725,8115,15:02:00,01:44:00,49,1,0,0,0,0,0,0
IT6233,3170,8225,16:22:00,08:28:00,49,1,0,1,0,1,1,1
IT6639,4913,13535,10:34:00,01:59:00,49,0,0,0,1,1,1,1
IT6798,7547,7813,15:22:00,19:30:00,49,1,1,0,0,1,0,0
IT7003,885,13241,01:43:00,10:26:00,49,0,0,1,1,1,0,0
IT7147,571,6405,00:55:00,19:35:00,49,1,1,0,1,1,0,1
IT7242,6382,3741,11:19:00,00:51:00,49,0,0,1,1,1,0,0
IT7257,2726,4831,04:38:00,21:50:00,49,0,1,1,0,0,1,1
IT7358,7088,11153,18:26:00,07:14:00,49,0,1,0,0,1,0,0
IT7384,7984,5691,20:47:00,06:16:00,49,0,0,1,1,1,0,0
IT7404,6200,7660,09:12:00,17:13:00,49,0,1,1,1,1,1,1
IT7405,11128,8697,11:00:00,23:32:00,49,1,1,0,0,0,1,1
IT7474,8756,1220,06:16:00,07:07:00,49,0,0,1,1,0,1,1
IT7715,12490,382,01:52:00,07:00:00,49,1,0,0,0,1,0,0
IT7742,1396,5908,14:53:00,17:25:00,49,0,0,1,1,0,0,1
IT7780,6486,12381,20:54:00,11:35:00,49,0,0,1,1,0,1,0
IT8000,3683,3836,07:22:00,13:51:00,49,1,1,1,0,1,0,1
IT8250,2864,11155,17:00:00,07:14:00,49,1,0,1,1,0,0,1
IT8263,463,4051,12:04:00,23:51:00,49,1,1,1,0,0,0,1
IT8341,12807,2623,20:29:00,23:35:00,49,0,0,0,1,0,0,1
IT8556,13054,9293,08:35:00,17:52:00,49,0,0,1,0,0,0,0
IT8624,6182,102,12:56:00,07:57:00,49,1,0,1,0,1,0,1
IT8643,13377,6181,14:19:00,06:55:00,49,0,0,1,0,1,1,1
IT8667,6975,2455,04:08:00,15:32:00,49,0,0,1,0,0,0,1
IT8683,3418,7771,07:40:00,12:35:00,49,1,0,0,1,0,1,0
IT8784,9985,6685,15:45:00,13:38:00,49,0,1,0,1,1,1,1
IT8870,1820,2858,17:07:00,03:28:00,49,1,0,1,0,1,0,0
IT8955,5498,6099,03:23:00,06:01:00,49,0,0,1,0,1,0,1
IT9153,4838,13539,19:16:00,23:30:00,49,0,1,1,0,0,0,0
IT9489,1727,9126,07:14:00,08:41:00,49,1,0,0,1,0,1,1
IT9707,3995,11662,16:37:00,20:25:00,49,0,1,1,1,1,0,0
IV1031,12651,1121,19:37:00,08:44:00,50,1,1,0,0,1,0,1
IV1073,9913,8709,14:05:00,04:40:00,50,0,1,1,1,1,0,1
IV1089,3360,8208,18:15:00,19:53:00,50,0,0,1,0,0,1,1
IV1125,10539,3812,12:20:00,02:21:00,50,0,1,0,0,1,1,0
IV1224,4419,3301,14:54:00,06:11:00,50,0,0,1,1,1,0,1
IV1286,6167,9391,22:33:00,08:20:00,50,1,1,1,0,1,0,0
IV1321,13456,10592,11:37:00,16:01:00,50,1,0,1,0,1,1,0
IV1462,12393,4977,06:59:00,15:44:00,50,0,0,1,0,1,0,0
IV1718,2884,1886,16:18:00,10:05:00,50,1,0,1,0,1,1,1
IV1724,172,11995,02:12:00,09:29:00,50,1,0,0,1,0,0,1
IV1823,10631,8070,13:00:00,00:58:00,50,1,1,1,1,0,1,0
IV1901,7663,13288,05:01:00,13:35:00,50,1,1,1,0,0,0,0
IV1934,2128,1401,00:10:00,13:59:00,50,0,0,0,1,0,0,1
IV1945,411,6335,21:23:00,14:33:00,50,1,0,1,0,1,1,1
IV1963,12008,3804,07:20:00,22:56:00,50,0,0,1,1,0,1,0
IV1970,12734,3018,20:43:00,01:10:00,50,0,1,1,1,1,0,1
IV2037,10272,2619,19:08:00,22:06:00,50,1,1,1,1,0,0,0
IV2081,10442,11990,15:29:00,03:58:00,50,1,1,0,0,0,0,0
IV2257,5653,10031,10:35:00,22:42:00,50,0,0,1,1,0,0,1
IV2322,571,12927,07:55:00,02:32:00,50,1,1,1,1,1,1,1
IV2431,3308,5840,03:34:00,07:48:00,50,1,0,1,0,1,1,0
IV2843,2040,10045,05:15:00,17:24:00,50,0,1,0,1,0,1,0
IV2877,2422,12073,19:46:00,01:47:00,50,0,1,1,1,1,0,0
IV3009,1547,3643,12:20:00,13:55:00,50,0,1,1,1,1,0,0
IV3156,4083,12794,18:23:00,10:01:00,50,1,0,0,1,0,1,0
IV3310,12879,11740,16:15:00,01:50:00,50,0,1,1,1,0,0,1
IV3374,1758,1026,22:32:00,15:08:00,50,0,0,1,1,0,0,0
IV3524,7709,9713,15:31:00,13:14:00,50,1,1,1,0,1,1,1
IV3616,2496,10025,01:37:00,07:08:00,50,1,0,0,1,0,0,0
IV3724,2261,9522,22:32:00,12:35:00,50,1,1,0,0,0,1,0
IV3919,5224,9407,23:10:00,04:32:00,50,1,0,0,1,0,1,0
IV4613,7162,8961,12:59:00,14:21:00,50,1,1,1,0,0,1,0
IV4687,3804,8545,13:39:00,08:42:00,50,1,0,1,1,0,0,0
IV4722,11608,4720,05:39:00,19:28:00,50,0,0,1,0,1,0,0
IV4730,10517,2280,17:37:00,04:59:00,50,1,1,0,0,0,0,0
IV4811,3652,2606,18:09:00,08:20:00,50,0,1,1,1,0,1,1
IV4965,5338,6227,17:18:00,09:38:00,50,0,0,0,1,0,1,1
IV5271,12773,7467,12:47:00,04:01:00,50,0,1,1,1,1,0,1
IV5310,2903,8134,17:57:00,18:22:00,50,0,1,0,0,0,0,0
IV5361,3047,3420,11:54:00,12:44:00,50,0,1,0,0,0,0,1
IV5374,2172,13558,01:10:00,18:13:00,50,1,1,0,1,0,1,1
IV5446,11836,312,04:22:00,06:47:00,50,0,0,0,1,1,1,1
IV5512,3456,3354,09:42:00,16:09:00,50,0,0,0,1,0,1,0
